codigo,etiqueta
1738,Dique metavolcánico
1739,"Dique, sill"
1740,Dolerita
1741,Domo - pórfido andesítico
1742,Domo - pórfido riolítico
1743,Domo - sal
1744,Domo - yeso
1745,Domo andesítico
1746,Domo Apaiñuño - lava andesítica basáltica
1747,Domo Auquihuato - andesita
1748,Domo Carhuarazo - Domo andesítico
1749,Domo Cerro Kere - Riolita
1750,Domo dacítico
1751,Domo de sal
1752,Domo de Yeso
1753,Domo Evaporítico
1754,Domo Julcani - andesita
1755,Domo lava
1756,Domo Paucarani - andesita basáltica
1757,Domo Paucarani - andesita porfídica
1758,Domo Paucarani - dacita gris clara
1759,Domo Purupuruni - andesita porfídica
1760,Domo Purupuruni - dacita afanítica
1761,Domo Purupuruni - toba dacítica rosada
1762,Domo riolítico
1763,Domo Sara Sara - toba
1764,Domo Sara Sara - traquiandesita
1765,Domo Sara Sara - traquidacita
1766,Domo Sara Sara - traquidacita porfídica
1767,Domo Uchco - lava andesita basáltica
1768,Domo Volcánico Cochaquillo
1769,Domo Volcánico Lucuma
1770,Domo Volcánico Marcapunta
1771,Domo volcánico Santa Bárbara de Carhuacayan
1772,Dunita
1773,Esquisto
1774,Esteves - granodiorita
1775,Estrato Volcan Firura
1776,Estrato volcán Ubinas - andesita porfídica reciente
1777,Etapa Volcánica Chancay - Evento 1
1778,Etapa Volcánica Chancay - Evento 2
1779,Etapa Volcánica Chancay - Evento 3
1780,Etapa Volcánica Chancay - Evento 4
1781,Etapa Volcánica Chilete - Evento 1
1782,Etapa Volcánica Chilete - Evento 2
1783,Etapa Volcánica Chuquimango
1784,Etapa Volcánica de Huangas - Evento 1
1785,Etapa Volcánica Frailones - Evento 1
1786,Etapa Volcánica Frailones - Evento 2
1787,Etapa Volcánica Frailones - Evento 3
1788,Etapa Volcánica Frailones - Evento 4
1789,Etapa Volcánica Frailones - Evento 5
1790,Etapa Volcánica Frailones - Evento 6
1791,Etapa Volcánica La Chapa - Evento 1
1792,Etapa Volcánica La Chapa - Evento 2
1793,Etapa Volcánica Miracosta - Evento 1
1794,Etapa Volcánica Miracosta - Evento 2
1795,Etapa Volcánica Miracosta - Evento 3
1796,Etapa Volcánica Miracosta - Evento 4
1797,Etapa Volcánica Miraflores - Evento 1
1798,Etapa Volcánica Miraflores - Evento 2
1799,Etapa Volcánica San Pablo
1800,Etapa Volcánica Santa Clara - Evento 1
1801,Etapa Volcánica Santa Clara - Evento 2
1802,Etapa Volcánica Talambo - Evento 1
1803,Etapa Volcánica Talambo - Evento 2
1804,Etapa Volcánica Talambo - Evento 2a
1805,Etapa Volcánica Tual - Puruay - Evento 2
1806,Etapa Volcánica Tual - Puruay - Evento 3
1807,Evaporitas
1808,"Filita, cuarcita"
1809,Filones de lavas básicas
1810,Fonolita
1811,Formación  San Juan
1812,Formación Acobamba
1813,Formación Acobamba - Miembro inferior
1814,Formación Acobamba - Miembro Inferior
1815,Formación Acobamba - Miembro medio
1816,Formación Acobamba - Miembro Medio
1817,Formación Acobamba - Miembro superior
1818,Formación Acobamba - Miembro Superior
1819,Formación Acobamba - Unidad Rumihuasi - toba
1820,Formación Agua Caliente
1821,Formación Alpabamba
1822,Formación Alpabamba - Miembro Atumpuco
1823,Formación Alpabamba - Miembro Atumpuco - ignimbrita
1824,Formación Alpabamba - Miembro Nahua Alta
1825,Formación Alpabamba - Miembro Nahua Alta - toba lapilli
1826,Formación Alpabamba - Miembro Pomacocha
1827,Formación Alpabamba - Miembro Sombrero Orcco
1828,Formación Alpabamba - Miembro Sombrero Orcco - ignimbrita
1829,Formación Ananea
1830,Formación Añashuayco
1831,Formación Anchihuay
1832,Formación Ancón
1833,Formación Andamarca
1834,Formación Andamarca - Chacoma - andesita porfídica
1835,Formación Andamarca - Chibemi - andesita porfídica
1836,Formación Andamarca - Miembro 3
1837,Formación Aniso
1838,Formación Aniso - Miembro 1
1839,Formación Aniso - Miembro 2
1840,Formación Aniso - Miembro 3
1841,Formación Aniso - Miembro 4
1842,Formación Anta
1843,Formación Anta - Miembro 1
1844,Formación Anta - Miembro 2
1845,Formación Anta - Miembro 3
1846,"Formación Apacheta - brecha, flujo andesítico"
1847,Formación Apacheta - Evento 1
1848,Formación Apacheta - Evento 2
1849,Formación Apacheta - Evento inferior 1
1850,Formación Apacheta - Evento inferior 2
1851,Formación Apacheta - Evento inferior 3
1852,Formación Apacheta - Evento superior 1
1853,Formación Apacheta - Evento superior 2
1854,Formación Apacheta - Evento superior 3
1855,Formación Apacheta - Evento superior 4
1856,Formación Apacheta - Evento superior 5
1857,Formación Apacheta - Evento superior 6
1858,Formación Apacheta - Evento superior 7
1859,Formación Apacheta - Evento superior 8
1860,Formación Apacheta - Evento superior 9
1861,Formación Apacheta - Miembro inferior
1862,Formación Apacheta - Miembro superior
1863,Formación Arahuay
1864,Formación Aramachay
1865,Formación Arco Aja
1866,Formación Arcurquina
1867,Formación Arcurquina - Miembro Aguas Verdes
1868,Formación Arcurquina - Miembro Arenizo
1869,Formación Arcurquina - Miembro inferior
1870,Formación Arcurquina - Miembro medio
1871,Formación Arcurquina - Miembro Medio
1872,Formación Arcurquina - Miembro superior
1873,Formación Arcurquina-Miembro Aguas Verdes
1874,"Formación Arcurquina, Murco"
1875,Formación Arma
1876,Formación Ashua
1877,Formación Astobamba
1878,Formación Astobamba - Centro volcánico Chuchullo - dacita
1879,Formación Astobamba - Chuchullo - lava andesítica porfídica
1880,Formación Astobamba - Chuchullo - toba soldada vitrocristalina
1881,Formación Astobamba - Palmatocco - lava andesítica basáltica
1882,Formación Astobamba - Tacsana - lava andesítica porfídica
1883,Formación Atcas
1884,Formación Atocongo
1885,Formación Atunsulla
1886,Formación Auquivilca
1887,Formación Auquivilca - Miembro 1
1888,Formación Auquivilca - Miembro 2
1889,Formación Auquivilca - Miembro 3
1890,Formación Auzangate
1891,Formación Ayabacas
1892,Formación Ayacucho - Miembro inferior
1893,Formación Ayacucho - Miembro Inferior
1894,Formación Ayacucho - Miembro Inferior 1
1895,Formación Ayacucho - Miembro Inferior 2
1896,Formación Ayacucho - Miembro Inferior 3
1897,Formación Ayacucho - Miembro Inferior 4
1898,Formación Ayacucho - Miembro Inferior 5
1899,Formación Ayacucho - Miembro superior
1900,Formación Ayacucho - Miembro Superior
1901,Formación Azángaro
1902,Formación Bellavista
1903,"Formación Bellavista, Río Blanco"
1904,Formación Bisbicha
1905,Formación Breas
1906,Formación Caballas
1907,Formación Cachíos
1908,Formación Cachiyacu
1909,Formación Cachiyacu - Huchpayacu
1910,"Formación Cachiyacu, Huchpayacu"
1911,"Formación Cachiyacu, Huchpayacu, Casa Blanca"
1912,"Formación Cachiyacu, Huchpayacu, Casa Blanca, Yahuarango"
1913,"Formación Cachiyacu, Ushpayacu, Yahuarango"
1914,Formación Cajabamba
1915,Formación Cajamarca
1916,Formación Cajaruro
1917,Formación Calapuja
1918,Formación Calasaya
1919,Formación Calera
1920,Formación Calera - Miembro inferior
1921,Formación Calera - Miembro Inferior
1922,Formación Calera - Miembro medio
1923,Formación Calera - Miembro superior
1924,Formación Calera - Miembro Superior
1925,Formación Camaná
1926,Formación Camaná - Miembro Inferior
1927,Formación Camaná - Miembro Superior
1928,Formación Cancao
1929,Formación Cancosane
1930,Formación Cañete
1931,Formación Cañete - Miembro inferior
1932,Formación Cañete - Miembro Inferior
1933,Formación Cañete - Miembro superior
1934,Formación Cañete - Miembro Superior
1935,Formación Canta
1936,Formación Capillune
1937,Formación Capillune - Miembro superior
1938,Formación Capillune - Miembro Superior
1939,Formación Cardalitos
1940,Formación Carhuaz
1941,Formación Carlos Francisco
1942,Formación Carlos Francisco - Miembro Tablachaca
1943,Formación Carlos Francisco - Miembro Yauliyacu
1944,Formación Carpitas
1945,Formación Casa Blanca
1946,Formación Casapalca
1947,Formación Casapalca - Miembro El  Carmen
1948,Formación Casapalca - Miembro inferior
1949,Formación Casapalca - Miembro Inferior
1950,Formación Casapalca - Miembro Llamellín
1951,Formación Casapalca - Miembro medio
1952,Formación Casapalca - Miembro Medio
1953,Formación Casapalca - Miembro superior
1954,Formación Casapalca - Miembro Superior
1955,Formación Castrovirreyna
1956,Formación Castrovirreyna - andesita porfídica
1957,Formación Castrovirreyna - brecha
1958,Formación Castrovirreyna - Miembro inferior
1959,Formación Castrovirreyna - Miembro Inferior
1960,Formación Castrovirreyna - Miembro Medio
1961,Formación Castrovirreyna - Miembro superior
1962,Formación Castrovirreyna - Miembro Superior
1963,Formación Castrovirreyna - toba de cristales
1964,Formación Caudalosa
1965,Formación Caudalosa -  Llihua - andesita vesicular
1966,Formación Caudalosa -  Llihua - toba lítica
1967,Formación Caudalosa -  Llihua - traquiandesita
1968,Formación Caudalosa - Condorillo
1969,"Formación Caudalosa - Condorillo - andesita, riodacita"
1970,Formación Caudalosa - Cunya Pinta - andesita afanítica
1971,Formación Caudalosa - Cunya Pinta - andesita porfídica
1972,Formación Caudalosa - Cusicancha - toba
1973,Formación Caudalosa - Dacita porfídica
1974,Formación Caudalosa - Iscu Orcco
1975,Formación Caudalosa - Miembro inferior
1976,Formación Caudalosa - Miembro Inferior
1977,Formación Caudalosa - Miembro medio
1978,Formación Caudalosa - Miembro Medio
1979,Formación Caudalosa - Miembro superior
1980,Formación Caudalosa - Miembro Superior
1981,Formación Caudalosa - Secuencia 1
1982,Formación Caudalosa - Tablacocha - andesita afanítica
1983,Formación Caudalosa - Tablacocha - andesita porfídica
1984,Formación Caudalosa - Tablacocha - riolita
1985,Formación Caudalosa-Secuencia 2
1986,Formación Caudalosa-Secuencia 3
1987,Formación Caudalosa-Secuencia 4
1988,Formación Cay Cay
1989,Formación Cayconi
1990,Formación Cayconi - Miembro Inferior
1991,Formación Cayconi - Miembro Superior
1992,Formación Ccatca
1993,Formación Celendín
1994,Formación Cercapuquio
1995,Formación Cercapuquio - Miembro Inferior
1996,Formación Cercapuquio - Miembro Medio
1997,Formación Cercapuquio - Miembro Superior
1998,Formación Cerro Blanco
1999,Formación Cerro Negro
2000,Formación Cerro Prieto
2001,Formación Chacra
2002,Formación Chagrapi
2003,Formación Chagrapi - Miembro inferior
2004,Formación Chagrapi - Miembro superior
2005,Formación Chahuarma
2006,Formación Chaleco de Paño
2007,Formación Chambará
2008,Formación Chambará - Miembro inferior
2009,Formación Chambará - Miembro superior
2010,Formación Chambira
2011,Formación Chambira Inferior
2012,Formación Chambira Superior
2013,Formación Changuillo
2014,Formación Chaucha
2015,Formación Chaucha - Miembro Inferior
2016,Formación Chaucha - Miembro Superior
2017,Formación Chaupi Orcco - andesita
2018,Formación Chaupi Orcco - conglomerado
2019,Formación Chaupi Orcco - riolita
2020,Formación Chayllacatana
2021,Formación Chicama
2022,Formación Chicama - Miembro Churín
2023,Formación Chicama - Miembro Inferior
2024,Formación Chicama - Miembro Superior
2025,Formación Chichanaco
2026,Formación Chignia
2027,Formación Chihuata
2028,Formación Chilca
2029,Formación Chilcane
2030,Formación Chilcatay
2031,Formación Chilete
2032,Formación Chimú
2033,Formación Chincheros
2034,Formación Chiquerío
2035,Formación Chira
2036,Formación Chira - Miembro Inferior
2037,Formación Chira-Miembro Superior
2038,"Formación Chira, Verdún"
2039,Formación Choccehuacgra - domo andesítico
2040,Formación Choccehuacgra - lava andesítica
2041,Formación Chocolate
2042,Formación Chonta
2043,Formación Chonta - Miembro 1
2044,Formación Chonta - Miembro 2
2045,Formación Chonta - Miembro 3
2046,Formación Chonta - Miembro Inferior
2047,Formación Chonta - Miembro Medio
2048,Formación Chonta - Miembro Superior
2049,Formación Choros
2050,Formación Chota
2051,Formación Chota - Miembro Inferior
2052,Formación Chota - Miembro Superior
2053,Formación Chúlec
2054,"Formación Chúlec, Pariatambo"
2055,Formación Chunqui
2056,Formación Chunumayo
2057,Formación Cihuaya
2058,Formación Clavel
2059,Formación Cochapunta
2060,Formación Colca
2061,Formación Colorado Grande
2062,Formación Colquerane
2063,Formación Colqui
2064,Formación Colqui - Miembro 1
2065,Formación Colqui - Miembro 2
2066,Formación Colqui - Miembro 3
2067,Formación Condebamba
2068,Formación Condorpuña
2069,Formación Condorsinga
2070,Formación Cone Hill
2071,Formación Confital
2072,Formación Congón
2073,Formación Congón - Miembro Quisuar
2074,Formación Congón - Miembro Shanán
2075,Formación Contaya
2076,Formación Copara
2077,Formación Copuma
2078,Formación Coracora
2079,Formación Corontachaca
2080,Formación Cotahuasi
2081,Formación Crisnejas
2082,Formación Cuico
2083,Formación Cushabatay
2084,Formación Echinocyamus
2085,Formación Echinocyamus - Miembro Cabo Blanco
2086,Formación El Milagro
2087,Formación El Valle
2088,Formación Encuentros
2089,Formación Ene
2090,Formación Ereo
2091,Formación Esperanza
2092,Formación Farrat
2093,Formación Fortaleza
2094,Formación Fundo el Triunfo
2095,Formación Gigantal
2096,Formación Gollgay
2097,Formación Gramadal
2098,Formación Guanero - Miembro superior
2099,Formación Guaneros
2100,Formación Guaneros - Miembro inferior
2101,Formación Guaneros - Miembro Inferior
2102,Formación Guaneros - Miembro Superior
2103,Formación Heath
2104,Formación Herradura
2105,Formación Hornillos
2106,Formación Hualhuani
2107,Formación Huamancay
2108,Formación Huamaní
2109,Formación Huambo - Miembro inferior
2110,Formación Huambo - Miembro Inferior
2111,Formación Huambo - Miembro superior
2112,Formación Huambo - Miembro Superior
2113,Formación Huambos
2114,Formación Huambutío
2115,Formación Huanca
2116,Formación Huanca - Miembro  Huasamayo
2117,Formación Huanca - Miembro Huasamayo
2118,Formación Huanca - Miembro Querque
2119,Formación Huanca - Miembro Tarucani
2120,Formación Huancané
2121,Formación Huanchaco
2122,Formación Huanta - Miembro Mayoc
2123,Formación Huanta - Miembro Tancas
2124,Formación Huanta - Miembro Tingrayoc
2125,Formación Huánuco
2126,Formación Huaracané
2127,Formación Huarangal
2128,Formación Huaranguillo
2129,Formación Huaranguillo - Miembro inferior
2130,Formación Huaranguillo - Miembro Inferior
2131,Formación Huaranguillo - Miembro medio
2132,Formación Huaranguillo - Miembro Medio
2133,Formación Huaranguillo - Miembro superior
2134,Formación Huaranguillo - Miembro Superior
2135,Formación Huari
2136,Formación Huarochirí
2137,Formación Huarochirí - Miembro 1
2138,Formación Huarochirí - Miembro 2
2139,Formación Huarochirí - Miembro 3
2140,Formación Huarón
2141,Formación Huasimal
2142,Formación Huaycha
2143,Formación Huaylas
2144,Formación Huaylillas
2145,Formación Huaylillas - Miembro inferior
2146,Formación Huaylillas - Miembro Inferior
2147,Formación Huaylillas - Miembro Medio
2148,Formación Huaylillas - Miembro superior
2149,Formación Huaylillas - Miembro Superior
2150,Formación Huayllay
2151,Formación Huayllay - Miembro inferior
2152,Formación Huayllay - Miembro superior
2153,Formación Huaypira
2154,Formación Huchpayacu
2155,Formación Huilacollo
2156,Formación Ichocollo
2157,Formación Inca
2158,"Formación Inca, Chúlec"
2159,"Formación Inca, Chúlec, Pariatambo"
2160,Formación Ingahuasi
2161,Formación Ingahuasi - Miembro inferior
2162,Formación Ingahuasi - Miembro superior
2163,Formación Inguilpata
2164,Formación Inogoya
2165,Formación Iparo
2166,Formación Ipururo
2167,Formación Ipururo - Miembro inferior
2168,Formación Ipururo - Miembro medio
2169,Formación Ipururo - Miembro superior
2170,Formacion Ipururo- Miembro Inferior
2171,Formacion Ipururo- Miembro Medio
2172,Formacion Ipururo- Miembro Superior
2173,Formación Iquitos
2174,Formación Jahuay Negro
2175,Formación Jeroc
2176,Formación Juanjui
2177,Formación Julcani - Miembro inferior
2178,Formación Julcani - Miembro Inferior
2179,Formación Julcani - Miembro superior
2180,Formación Julcani - Miembro Superior
2181,Formación Jumasha
2182,Formación Jumasha - Miembro 1
2183,Formación Jumasha - Miembro 2
2184,Formación Jumasha - Miembro 3
2185,Formación Jumasha - Miembro 4
2186,Formación Jumasha - Miembro Inferior
2187,Formación Jumasha - Miembro medio
2188,Formación Jumasha - Miembro superior
2189,"Formación Jumasha, Celendín"
2190,Formación Junco
2191,Formación Kayra
2192,Formación La Bocana
2193,Formación La Bocana - Miembro Inferior
2194,Formación La Bocana - Miembro Medio
2195,Formación La Bocana - Miembro Superior
2196,Formación la Leche
2197,Formación La Leche
2198,Formación La Merced
2199,Formación La Mesa
2200,Formación La Unión
2201,Formación La Zorra
2202,Formación La Zorra - Miembro Curacán
2203,Formación La Zorra - Miembro Llacllapunta
2204,Formación La Zorra - Miembro Los Morros
2205,Formación Labra
2206,Formación Labra - Miembro inferior
2207,Formación Labra - Miembro superior
2208,Formación Lacsacocha
2209,Formación Lampa
2210,Formación Lancones
2211,Formación Lantorache
2212,Formación Lavasén
2213,Formación Livitaca
2214,Formación Llallahui
2215,Formación Llallahui - toba de cristales
2216,Formación Llama
2217,Formación Llama - Miembro Aragoto
2218,Formación Llama - Miembro Espindola
2219,Formación Llama - Miembro Sauce
2220,Formación Llama-Miembro Sauce
2221,Formación Lloclla
2222,Formación Lloclla - Miembro 1
2223,Formación Lloclla - Miembro 2
2224,Formación Los Choros
2225,Formación Lupín
2226,Formación Lurín
2227,Formación Macno
2228,Formación Madre de Dios
2229,Formación Madre de Dios - Miembro inferior
2230,Formación Madre de Dios - Miembro Inferior
2231,Formación Madre de Dios - Miembro superior
2232,Formación Madre de Dios - Miembro Superior
2233,Formación Mainique
2234,Formación Mainique - Miembro Inferior
2235,Formación Mainique - Miembro Medio
2236,Formación Mainique - Miembro Superior
2237,Formación Málaga - cuarcita
2238,Formación Málaga - Miembro Inferior
2239,Formación Málaga - Miembro Medio
2240,Formación Málaga - Miembro Superior
2241,"Formación Málaga - pizarra, esquisto"
2242,Formación Máncora
2243,Formación Manto
2244,Formación Marañón
2245,Formación Maras
2246,Formación Marcavilca
2247,Formación Marcona
2248,Formación Matalaque
2249,Formación Mataula
2250,Formación Millo
2251,Formación Millo - toba de ceniza
2252,Formación Millotingo
2253,Formación Millotingo - Miembro 1
2254,Formación Millotingo - Miembro 2
2255,Formación Millotingo - Miembro 3
2256,"Formación Millotingo - Pariamachay - toba, andesita porfídica"
2257,Formación Mirador
2258,Formación Mirador - Miembro Superior
2259,Formación Mirador-Miembro Inferior
2260,Formación Miramar
2261,Formación Molinoyoc
2262,Formación Molla
2263,Formación Montera
2264,Formación Moquegua
2265,Formación Moquegua - Miembro inferior
2266,Formación Moquegua - Miembro Inferior
2267,Formación Moquegua - Miembro superior
2268,Formación Moquegua - Miembro Superior
2269,Formación Muerto
2270,"Formación Muerto, Pananga"
2271,Formación Muñani
2272,Formación Muñani - Miembro inferior
2273,Formación Muñani - Miembro Inferior
2274,Formación Muñani - Miembro Medio
2275,Formación Muñani - Miembro superior
2276,Formación Muñani - Miembro Superior
2277,Formación Muni
2278,Formación Muni - Miembro  Sipin
2279,Formación Muni - Miembro Sipín
2280,Formación Murco
2281,"Formación Murco, Arcurquina"
2282,Formación Namballe
2283,Formación Namballe - Miembro La Balsa
2284,Formación Namballe - Miembro Namballe
2285,Formación Ñaupe
2286,Formación Nauta - Miembro inferior
2287,Formación Nauta - Miembro superior
2288,Formación Nieva
2289,Formación Numpatkay
2290,Formación Ocoruro
2291,Formación Ollantaytambo
2292,Formación Omaconga
2293,Formación Orcopampa
2294,Formación Orcopampa - Formación Santa Rosa - Miembro inferior
2295,Formación Orcopampa - Formación Santa Rosa - Miembro Superior
2296,Formación Orcopampa - Miembro Aicaje
2297,Formación Orcopampa - Miembro Manto
2298,Formación Orcopampa - Miembro Santa Rosa
2299,Formación Ostrea
2300,Formación Oyón
2301,Formación Oyón - Miembro inferior
2302,Formación Oyón - Miembro superior
2303,"Formación Oyón, Chimú"
2304,Formación Oyotún
2305,Formación Paccaritambo
2306,Formación Pachachani
2307,Formación Pachachuayjo
2308,Formación Pachatusán
2309,Formación Pacococha
2310,Formación Pacococha - Miembro 1
2311,Formación Pacococha - Miembro 2
2312,Formación Palaus
2313,Formación Palegreda
2314,Formación Pampachacra
2315,Formación Pampamarca
2316,Formación Pamplona
2317,Formación Pananga
2318,Formación Para
2319,Formación Paralaque
2320,Formación Pararín
2321,Formación Pariahuanca
2322,"Formación Pariahuanca, Chúlec, Pariatambo"
2323,Formación Pariatambo
2324,"Formación Pariatambo, Jumasha"
2325,Formación Pariñas
2326,Formación Paruro - Miembro 1
2327,Formación Paruro - Miembro 2
2328,Formación Paucarbamba
2329,Formación Pausa
2330,Formación Pazul
2331,Formación Pebas
2332,Formación Pelado
2333,Formación Pichu
2334,Formación Pichu - Miembro Superior
2335,Formación Picotani
2336,Formación Pillone
2337,Formación Pisac
2338,Formación Pisco
2339,Formación Pisquicocha
2340,Formación Pocobamba
2341,Formación Pocobamba - Miembro Cacuan
2342,Formación Pocobamba - Miembro Quispe
2343,Formación Pocobamba - Miembro Racracancha
2344,Formación Pocobamba - Miembro Shuco
2345,Formación Pocoto
2346,Formación Porculla
2347,Formación Porculla- Miembro inferior
2348,Formación Porculla- Miembro superior
2349,Formación Portachuelo
2350,Formación Portuguesa
2351,Formación Portuguesa - Miembro inferior
2352,Formación Portuguesa - Miembro medio
2353,Formación Portuguesa - Miembro superior
2354,Formación Porvenir
2355,Formación Pozo
2356,Formacion Pozo - Miembro Inferior
2357,Formacion Pozo - Miembro Superior
2358,Formación Pucusana
2359,Formación Puente
2360,Formación Puente Inga
2361,Formación Punacancha - Miembro 1
2362,Formación Punacancha - Miembro 2
2363,Formación Punacancha - Miembro 3
2364,Formación Punacancha - Miembro 4
2365,Formación Punta Gramadal
2366,Formación Punta Moreno
2367,Formación Puquín
2368,Formación Puquio
2369,Formación Puquio - Miembro 1
2370,Formación Puquio - Miembro 2
2371,Formación Puquio - Miembro 3
2372,Formación Puquio - Miembro 4
2373,Formación Purumpata
2374,Formación Pusa
2375,Formación Quechua Grande
2376,Formación Quellaveco - Miembro Asana
2377,Formación Quellaveco - Miembro Carpanito
2378,Formación Quellaveco - Miembro Samanape
2379,Formación Quellaveco - Miembro Tinajones
2380,Formación Quellaveco - Miembro Yarito
2381,Formación Quenamari - Miembro Chacacuniza
2382,Formación Quenamari - Miembro Sapanuta
2383,Formación Quenamari - Miembro Yapamayo
2384,Formación Quenamari- Miembro Chacacuniza
2385,Formación Quenamari- Miembro Sapanuta
2386,Formación Quilcapunco
2387,Formación Quillisani
2388,Formación Quilmaná
2389,Formación Quilque
2390,"Formación Quilque, Chilca"
2391,Formación Quinsachata
2392,Formación Raya
2393,Formación Redondos
2394,Formación Río Blanco
2395,Formación Río Grande
2396,Formación Río Grande - Miembro 1
2397,Formación Río Grande - Miembro 2
2398,Formación Río Grande - Miembro 3
2399,Formación Río Grande - Miembro 4
2400,Formación Río Grande - Miembro 5
2401,Formación Río Picha
2402,Formación Río Seco
2403,Formación Río Tambo
2404,Formación Rumichaca - Miembro inferior
2405,Formación Rumichaca - Miembro Inferior
2406,Formación Rumichaca - Miembro medio
2407,Formación Rumichaca - Miembro Medio
2408,Formación Rumichaca - Miembro superior
2409,Formación Rumichaca - Miembro Superior
2410,Formación Rumicolca
2411,Formación Rumihuasi
2412,Formación Rumihuasi - Miembro 1
2413,Formación Rumihuasi - Miembro 2
2414,Formación Rumihuasi - Miembro 3
2415,Formación Rumihuasi - toba
2416,Formación Rumillana
2417,Formación Sachabamba
2418,Formación Sacrakure
2419,Formación Sacsaquero
2420,Formación Sacsaquero - Miembro 2
2421,Formación Sacsaquero - Miembro 3
2422,Formación Sacsaquero - Miembro 4
2423,Formación Sacsaquero - Miembro inferior
2424,Formación Sacsaquero - Miembro Inferior
2425,Formación Sacsaquero - Miembro medio
2426,Formación Sacsaquero - Miembro Medio
2427,Formación Sacsaquero - Miembro superior
2428,Formación Sacsaquero - Miembro Superior
2429,Formación Salinas
2430,Formación Sallalli
2431,Formación Salto del Fraile
2432,Formación Sambimera - Miembro Superior
2433,Formación San Gabán
2434,Formación San Juan
2435,Formación San Juan - Miembro Huasipara
2436,Formación San Juan - Miembro San Fernando
2437,Formación San Lorenzo
2438,Formación San Pablo
2439,Formación San Pedro
2440,Formación San Sebastián
2441,Formación Sandia
2442,Formación Sandia - Miembro Inferior
2443,Formación Santa
2444,Formación Santa Lucía
2445,Formación Santa Rosa
2446,"Formación Santa, Carhuaz"
2447,Formación Santo Domingo
2448,Formación Santo Domingo - Miembro Acobamba
2449,Formación Santo Domingo - Miembro Andamarca
2450,Formación Santo Domingo - Miembro Antacalla
2451,Formación Santo Tomás - Andahua
2452,Formación Saracocha
2453,Formación Saramiriza
2454,Formación Sarayaquillo
2455,Formación Sarpane
2456,Formación Sávila
2457,Formación Sencca
2458,Formación Seraj
2459,Formación Shimbe
2460,Formación Shimbe - Miembro inferior
2461,Formación Shimbe-miembro superior
2462,Formación Simbal
2463,Formación Socosani
2464,Formación Soncco
2465,Formación Soncco - Miembro inferior
2466,Formación Soncco - Miembro superior
2467,Formación Sotillo
2468,Formación Sotillo - Miembro Superior
2469,Formación Tablazo Lobitos
2470,Formación Tablazo Máncora
2471,Formación Tablazo Talara
2472,Formación Tablones
2473,Formación Talara
2474,Formación Talara Tablazo
2475,Formación Tambo
2476,Formación Tambo Grande
2477,Formación Tamborapa
2478,Formación Tantará
2479,Formación Tantará - Miembro 1
2480,Formación Tantará - Miembro 2
2481,Formación Tantará - Miembro 3
2482,Formación Tantará - Miembro 4
2483,Formación Tantará - Miembro 5
2484,Formación Tantará - Miembro inferior
2485,Formación Tantará - Miembro Superior
2486,Formación Tantará - Toba
2487,Formación Taraco
2488,Formación Tarata inferior
2489,Formación Tarata Superior
2490,Formación Ticllas
2491,Formación Timpia
2492,Formación Tinajani
2493,Formación Tinajones
2494,Formación Titán
2495,Formación Tocache
2496,Formación Tortuga
2497,Formación Tres Lagunas
2498,Formación Tulumayo
2499,Formación Tumbes
2500,Formación Ucamara
2501,Formación Ucayali
2502,Formación Uchiza
2503,Formación Umachulco - Miembro Inferior
2504,Formación Umachulco-Miembro Superior
2505,Formación Ushno
2506,Formación Ventanilla
2507,Formación Verdún
2508,Formación Verónica
2509,Formación Vilquechico
2510,Formación Vilquechico - Miembro inferior
2511,Formación Vilquechico - Miembro Inferior
2512,Formación Vilquechico - Miembro Patachi
2513,Formación Vilquechico - Miembro superior
2514,Formación Vilquechico - Miembro Superior
2515,Formación Vilquechico - Miembro Surichata
2516,Formación Vilquechico-Miembro Salinas
2517,Formación Viluyo
2518,Formación Vivian
2519,Formación Vizcachas - toba brecha riolítica
2520,Formación Yacotinco
2521,Formación Yacotingo - Carhuarazo - toba de cristales
2522,Formación Yacotingo - Yacotingo - lava andesítica
2523,Formación Yahuarango
2524,Formación Yahuarango - Miembro Inferior
2525,Formación Yahuarango - Miembro Superior
2526,Formación Yanacancha
2527,Formación Yanama - Miembro 3
2528,Formación Yangas
2529,Formación Yantac
2530,Formación Yapatera
2531,Formación Yauca
2532,Formación Yauli
2533,Formación Yauri - Miembro inferior
2534,Formación Yauri - Miembro medio
2535,Formación Yauri - Miembro superior
2536,Formación Yorongos
2537,Formación Yumaque
2538,Formación Yungay
2539,Formación Yungay - Miembro Inferior
2540,Formación Yungay - Miembro Superior
2541,Formación Zapallal - Miembro inferior
2542,Formación Zapallal - Miembro Inferior
2543,Formación Zapallal - Miembro superior
2544,Formación Zapallal - Miembro Superior
2545,Formación Zorritos
2546,Gabro
2547,Gabro alterado
2548,"Gabro, diorita"
2549,"Gabro, dunita"
2550,"Gabro, tonalita, granodiorita"
2551,Gneis Pomabamba
2552,"Gneis, esquisto"
2553,Gorgor - tonalita
2554,Gossan
2555,Granito
2556,Granito de Tambo - Jahuay
2557,Granito gneisificado
2558,Granito La Merced
2559,"Granito, granodiorita"
2560,"Granito, monzogranito"
2561,"Granito, pórfido xenolítico"
2562,"Granito, sienogranito"
2563,"Granito, tonalita"
2564,Granitoide de Pan de Azúcar - Granodioritas Tonalitas
2565,Granitoides Paucartambo
2566,Granodiorita
