fuente,id,lon,lat,taxon,clase,max_ma,formacion,era
PBDB,5.84489540343111e-319,-74.566666,-7.15,Hyalostelia,Hexactinellida,461.1,Contaya,Paleozoico
PBDB,5.8449448099957e-319,-74.566666,-7.15,"","",461.1,Contaya,Paleozoico
PBDB,5.84499421656028e-319,-74.566666,-7.15,Anebolithus tafuri,Trilobita,461.1,Contaya,Paleozoico
PBDB,5.84504362312487e-319,-74.566666,-7.15,Cryptophyllus,Ostracoda,461.1,Contaya,Paleozoico
PBDB,5.84509302968945e-319,-74.566666,-7.15,Didymograptus murchisoni,Pterobranchia,461.1,Contaya,Paleozoico
PBDB,5.84514243625404e-319,-74.566666,-7.15,"","",461.1,Contaya,Paleozoico
PBDB,5.84519184281862e-319,-74.566666,-7.15,Glyptograptus,Pterobranchia,461.1,Contaya,Paleozoico
PBDB,5.8452412493832e-319,-74.566666,-7.15,Lingulella,Lingulata,461.1,Contaya,Paleozoico
PBDB,5.84529065594779e-319,-74.566666,-7.15,Obolus,Lingulata,461.1,Contaya,Paleozoico
PBDB,5.84534006251237e-319,-74.566666,-7.15,"","",461.1,Contaya,Paleozoico
PBDB,5.84538946907696e-319,-74.566666,-7.15,Porterfieldia contayaensis,Trilobita,461.1,Contaya,Paleozoico
PBDB,5.84543887564154e-319,-74.566666,-7.15,Pseudoclimacograptus,Pterobranchia,461.1,Contaya,Paleozoico
PBDB,5.84548828220612e-319,-74.566666,-7.15,Pseudolingula,Lingulata,461.1,Contaya,Paleozoico
PBDB,5.84553768877071e-319,-74.566666,-7.15,Sinuites,Gastropoda,461.1,Contaya,Paleozoico
PBDB,5.84558709533529e-319,-74.566666,-7.15,Tissintia simplex,Rhynchonellata,461.1,Contaya,Paleozoico
PBDB,7.45209094935269e-319,-80.914444,-5.1225,Metaxytherium crataegense,Mammalia,20.45,Montera,Cenozoico
PBDB,1.05254262993082e-318,-71.366699,-11.9,Pecari tajacu,Mammalia,0.0117,"",Cenozoico
PBDB,1.05254757058727e-318,-71.366699,-11.9,Leopardus pardalis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05255251124373e-318,-71.366699,-11.9,Puma yagouaroundi,Mammalia,0.0117,"",Cenozoico
PBDB,1.05255745190019e-318,-71.366699,-11.9,Eira barbara,Mammalia,0.0117,"",Cenozoico
PBDB,1.05256239255665e-318,-71.366699,-11.9,Galictis vittata,Mammalia,0.0117,"",Cenozoico
PBDB,1.05256733321311e-318,-71.366699,-11.9,Lontra longicaudis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05257227386957e-318,-71.366699,-11.9,Pteronura brasiliensis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05257721452603e-318,-71.366699,-11.9,Bassaricyon gabbii,Mammalia,0.0117,"",Cenozoico
PBDB,1.05258215518248e-318,-71.366699,-11.9,Nasua nasua,Mammalia,0.0117,"",Cenozoico
PBDB,1.05258709583894e-318,-71.366699,-11.9,Potos flavus,Mammalia,0.0117,"",Cenozoico
PBDB,1.0525920364954e-318,-71.366699,-11.9,Sylvilagus brasiliensis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05259697715186e-318,-71.366699,-11.9,Caluromys lanatus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05260191780832e-318,-71.366699,-11.9,Didelphis marsupialis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05260685846478e-318,-71.366699,-11.9,Philander opposum,Mammalia,0.0117,"",Cenozoico
PBDB,1.05261179912123e-318,-71.366699,-11.9,Metachirus nudicaudatus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05261673977769e-318,-71.366699,-11.9,Tapirus terrestris,Mammalia,0.0117,"",Cenozoico
PBDB,1.05262168043415e-318,-71.366699,-11.9,Choloepus hoffmanni,Mammalia,0.0117,"",Cenozoico
PBDB,1.05262662109061e-318,-71.366699,-11.9,Alouatta seniculus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05263156174707e-318,-71.366699,-11.9,Aotus trivirgatus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05263650240353e-318,-71.366699,-11.9,Ateles paniscus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05264144305998e-318,-71.366699,-11.9,Plecturocebus moloch,Mammalia,0.0117,"",Cenozoico
PBDB,1.05264638371644e-318,-71.366699,-11.9,Cebus albifrons,Mammalia,0.0117,"",Cenozoico
PBDB,1.0526513243729e-318,-71.366699,-11.9,Sapajus apella,Mammalia,0.0117,"",Cenozoico
PBDB,1.05265626502936e-318,-71.366699,-11.9,Lagothrix lagotricha,Mammalia,0.0117,"",Cenozoico
PBDB,1.05266120568582e-318,-71.366699,-11.9,Leontocebus fuscicollis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05266614634228e-318,-71.366699,-11.9,Saguinus imperator,Mammalia,0.0117,"",Cenozoico
PBDB,1.05267108699874e-318,-71.366699,-11.9,Saimiri sciureus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05267602765519e-318,-71.366699,-11.9,Callimico goeldii,Mammalia,0.0117,"",Cenozoico
PBDB,1.05268096831165e-318,-71.366699,-11.9,Mesomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05268590896811e-318,-71.366699,-11.9,Dasyprocta,Mammalia,0.0117,"",Cenozoico
PBDB,1.05269084962457e-318,-71.366699,-11.9,Dactylomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05269579028103e-318,-71.366699,-11.9,Proechimys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05270073093749e-318,-71.366699,-11.9,Oecomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05270567159394e-318,-71.366699,-11.9,Oligoryzomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.0527106122504e-318,-71.366699,-11.9,Sciurus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05271555290686e-318,-71.366699,-11.9,Cuniculus paca,Mammalia,0.0117,"",Cenozoico
PBDB,1.05272049356332e-318,-71.366699,-11.9,Myoprocta pratti,Mammalia,0.0117,"",Cenozoico
PBDB,1.05272543421978e-318,-71.366699,-11.9,Nectomys squamipes,Mammalia,0.0117,"",Cenozoico
PBDB,1.05273037487624e-318,-71.366699,-11.9,Sciurus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05273531553269e-318,-71.366699,-11.9,Oryzomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05274025618915e-318,-71.366699,-11.9,Proechimys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05274519684561e-318,-71.366699,-11.9,Dasypus (Dasypus) novemcinctus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05275013750207e-318,-71.366699,-11.9,Tamandua tetradactyla,Mammalia,0.0117,"",Cenozoico
PBDB,1.05275507815853e-318,-71.366699,-11.9,Myrmecophaga tridactyla,Mammalia,0.0117,"",Cenozoico
PBDB,1.05276001881499e-318,-71.366699,-11.9,Coendou prehensilis,Mammalia,0.0117,"",Cenozoico
PBDB,1.05276495947144e-318,-71.366699,-11.9,Hydrochoerus hydrochaeris,Mammalia,0.0117,"",Cenozoico
PBDB,1.0527699001279e-318,-71.366699,-11.9,Cyclopes,Mammalia,0.0117,"",Cenozoico
PBDB,1.05277484078436e-318,-71.366699,-11.9,Priodontes maximus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05277978144082e-318,-71.366699,-11.9,Oryzomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05278472209728e-318,-71.366699,-11.9,Oryzomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05278966275374e-318,-71.366699,-11.9,Tayassu pecari,Mammalia,0.0117,"",Cenozoico
PBDB,1.0527946034102e-318,-71.366699,-11.9,Mazama americana,Mammalia,0.0117,"",Cenozoico
PBDB,1.05279954406665e-318,-71.366699,-11.9,Cervus gouazoubira,Mammalia,0.0117,"",Cenozoico
PBDB,1.05280448472311e-318,-71.366699,-11.9,Micoureus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05280942537957e-318,-71.366699,-11.9,Marmosops,Mammalia,0.0117,"",Cenozoico
PBDB,1.05281436603603e-318,-71.366699,-11.9,Caluromysiops irrupta,Mammalia,0.0117,"",Cenozoico
PBDB,1.05281930669249e-318,-71.366699,-11.9,Bradypus variegatus,Mammalia,0.0117,"",Cenozoico
PBDB,1.05282424734895e-318,-71.366699,-11.9,Sciurus,Mammalia,0.0117,"",Cenozoico
PBDB,1.0528291880054e-318,-71.366699,-11.9,Oecomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05283412866186e-318,-71.366699,-11.9,Rhipidomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05283906931832e-318,-71.366699,-11.9,Proechimys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05284400997478e-318,-71.366699,-11.9,Procyon,Mammalia,0.0117,"",Cenozoico
PBDB,1.05284895063124e-318,-71.366699,-11.9,Cebuella pygmaea,Mammalia,0.0117,"",Cenozoico
PBDB,1.0528538912877e-318,-71.366699,-11.9,Dinomys,Mammalia,0.0117,"",Cenozoico
PBDB,1.05285883194415e-318,-71.366699,-11.9,Puma concolor,Mammalia,0.0117,"",Cenozoico
PBDB,1.05286377260061e-318,-71.366699,-11.9,Panthera onca,Mammalia,0.0117,"",Cenozoico
PBDB,1.2812258547649e-318,-70.449997,-15.65,Anabaia,Rhynchonellata,443.1,Lampa,Paleozoico
PBDB,1.28123079542135e-318,-70.449997,-15.65,Amosina,Strophomenata,443.1,Lampa,Paleozoico
PBDB,1.28123573607781e-318,-70.449997,-15.65,Tabulata,Anthozoa,443.1,Lampa,Paleozoico
PBDB,1.28124067673427e-318,-70.333336,-15.416667,Harringtonia,NO_CLASS_SPECIFIED,443.1,"",Paleozoico
PBDB,1.28124561739073e-318,-70.333336,-15.416667,Clarkeia,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28125055804719e-318,-70.333336,-15.416667,Trilobita,Trilobita,443.1,"",Paleozoico
PBDB,1.28125549870365e-318,-70.333336,-15.416667,Rhynchonellida,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.2812604393601e-318,-70.333336,-15.416667,"","",443.1,"",Paleozoico
PBDB,1.28126538001656e-318,-70.324997,-15.291667,Anabaia,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28127032067302e-318,-70.324997,-15.291667,Clarkeia,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28127526132948e-318,-70.324997,-15.291667,Eostropheodonta,Strophomenata,443.1,"",Paleozoico
PBDB,1.28128020198594e-318,-70.324997,-15.291667,Hindella,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.2812851426424e-318,-70.324997,-15.291667,Heterorthella,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28129008329886e-318,-70.324997,-15.291667,Rhynchonellida,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28129502395531e-318,-70.324997,-15.291667,Clarkeia,Rhynchonellata,443.1,Lampa,Paleozoico
PBDB,1.28129996461177e-318,-70.324997,-15.291667,Anabaia,Rhynchonellata,443.1,Lampa,Paleozoico
PBDB,1.28130490526823e-318,-70.324997,-15.291667,Amosina,Strophomenata,443.1,Lampa,Paleozoico
PBDB,1.28130984592469e-318,-70.324997,-15.291667,Heterorthella,Rhynchonellata,443.1,Lampa,Paleozoico
PBDB,1.28131478658115e-318,-70.324997,-15.291667,Australocoelia,Rhynchonellata,419.62,Lampa,Paleozoico
PBDB,1.28131972723761e-318,-70.324997,-15.291667,Tentaculites,Tentaculita,419.62,Lampa,Paleozoico
PBDB,1.28132466789406e-318,-70.349998,-15.183333,Heterorthella,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28132960855052e-318,-70.349998,-15.183333,Clarkeia,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.28133454920698e-318,-70.349998,-15.183333,Tentaculites,Tentaculita,443.1,"",Paleozoico
PBDB,1.28133948986344e-318,-70.349998,-15.183333,Anabaia,Rhynchonellata,443.1,"",Paleozoico
PBDB,1.2813444305199e-318,-70.349998,-15.183333,Plectonotoides trilobatus,Gastropoda,443.1,"",Paleozoico
PBDB,1.28134937117636e-318,-70.349998,-15.183333,Strophomenida,Strophomenata,443.1,"",Paleozoico
PBDB,1.28135431183281e-318,-70.349998,-15.183333,Homalonotidae,Trilobita,443.1,"",Paleozoico
PBDB,1.28135925248927e-318,-70.349998,-15.183333,Bivalvia,Bivalvia,443.1,"",Paleozoico
PBDB,1.28136419314573e-318,-70.349998,-15.183333,Gastropoda,Gastropoda,443.1,"",Paleozoico
PBDB,1.28136913380219e-318,-70.349998,-15.183333,"","",443.1,"",Paleozoico
PBDB,1.45889186100941e-318,-70.166672,-15.73333,Lepidosiren paradoxa,Osteichthyes,59.24,Muñani,Cenozoico
PBDB,1.45889680166587e-318,-70.166672,-15.73333,Leptodactylidae,Amphibia,59.24,Muñani,Cenozoico
PBDB,1.45890174232232e-318,-70.166672,-15.73333,Crocodylia,Reptilia,59.24,Muñani,Cenozoico
PBDB,1.45890668297878e-318,-70.166672,-15.73333,Archosauria,Reptilia,59.24,Muñani,Cenozoico
PBDB,1.45891162363524e-318,-70.166672,-15.73333,Aves,Aves,59.24,Muñani,Cenozoico
PBDB,1.4589165642917e-318,-70.166672,-15.73333,Didelphidae,Mammalia,59.24,Muñani,Cenozoico
PBDB,1.45892150494816e-318,-70.166672,-15.73333,Amblyochara,NO_CLASS_SPECIFIED,59.24,Muñani,Cenozoico
PBDB,1.45892644560462e-318,-70.166672,-15.73333,Porochara,NO_CLASS_SPECIFIED,59.24,Muñani,Cenozoico
PBDB,1.45893138626108e-318,-70.166672,-15.73333,Porochara,NO_CLASS_SPECIFIED,59.24,Muñani,Cenozoico
PBDB,1.57943399728176e-318,-77.199997,-12.1,Equisetites,Polypodiopsida,161.5,"",Mesozoico
PBDB,1.57943893793821e-318,-77.199997,-12.1,Klukia,Polypodiopsida,161.5,"",Mesozoico
PBDB,1.57944387859467e-318,-77.199997,-12.1,Otozamites,NO_CLASS_SPECIFIED,161.5,"",Mesozoico
PBDB,1.57944881925113e-318,-77.199997,-12.1,Otozamites,NO_CLASS_SPECIFIED,161.5,"",Mesozoico
PBDB,1.57945375990759e-318,-77.199997,-12.1,Podozamites,NO_CLASS_SPECIFIED,161.5,"",Mesozoico
PBDB,1.57945870056405e-318,-77.199997,-12.1,Ruffordia,Polypodiopsida,161.5,"",Mesozoico
PBDB,1.57946364122051e-318,-77.199997,-12.1,Sphenopteris,Lyginopteridopsida,161.5,"",Mesozoico
PBDB,1.57946858187696e-318,-77.199997,-12.1,Weichselia,Polypodiopsida,161.5,"",Mesozoico
PBDB,1.57947352253342e-318,-77.199997,-12.1,Cycadolepis,NO_CLASS_SPECIFIED,161.5,"",Mesozoico
PBDB,1.57947846318988e-318,-77.199997,-12.1,Cycadolepis,NO_CLASS_SPECIFIED,161.5,"",Mesozoico
PBDB,1.57955751369322e-318,-72.800003,-13.5,Gangamopteris,Dictyopteridiopsida,290.1,"",Paleozoico
PBDB,1.57956245434967e-318,-72.800003,-13.5,Pecopteris,Pteropsida,290.1,"",Paleozoico
PBDB,1.57956739500613e-318,-72.800003,-13.5,Sphenophyllum,Equisetopsida,290.1,"",Paleozoico
PBDB,1.57957233566259e-318,-72.800003,-13.5,Sphenopteris,Lyginopteridopsida,290.1,"",Paleozoico
PBDB,1.57957727631905e-318,-72.800003,-13.5,"","",290.1,"",Paleozoico
PBDB,1.57958221697551e-318,-75.800003,-11.3,Taeniopteris,Cycadopsida,274.4,"",Paleozoico
PBDB,1.57958715763197e-318,-75.800003,-11.3,Voltzia,Voltziopsida,274.4,"",Paleozoico
PBDB,1.63907760204771e-318,-75.216667,-8.583333,Trema,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63908254270417e-318,-75.216667,-8.583333,Momisia,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63908748336063e-318,-75.216667,-8.583333,Momisia,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63909242401709e-318,-75.216667,-8.583333,Pithecolobium,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63909736467354e-318,-75.216667,-8.583333,Cassia,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63910230533e-318,-75.216667,-8.583333,Cassia,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63910724598646e-318,-75.216667,-8.583333,Banisteria,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63911218664292e-318,-75.216667,-8.583333,"","",23.04,"",Cenozoico
PBDB,1.63911712729938e-318,-75.216667,-8.583333,Guazuma,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63912206795584e-318,-75.216667,-8.583333,Tetracera,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63912700861229e-318,-75.216667,-8.583333,Bignonia,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.63913194926875e-318,-75.216667,-8.583333,Bignonites,NO_CLASS_SPECIFIED,23.04,"",Cenozoico
PBDB,1.68736263761578e-318,-78.416664,-6.75,Goniopteris,Polypodiopsida,56,"",Cenozoico
PBDB,1.68736757827223e-318,-78.416664,-6.75,Filicites,NO_CLASS_SPECIFIED,56,"",Cenozoico
PBDB,1.68737251892869e-318,-78.416664,-6.75,Myrcia,Dicotyledoneae,56,"",Cenozoico
PBDB,1.8816835967816e-318,-71.75,-17.1,Acrospirifer,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88168853743805e-318,-71.75,-17.1,Cupularostrum,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88169347809451e-318,-71.75,-17.1,Orthida,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88169841875097e-318,-71.75,-17.1,Bivalvia,Bivalvia,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88170335940743e-318,-71.75,-17.1,Acrospirifer,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88170830006389e-318,-71.75,-17.1,Spirifer,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88171324072035e-318,-71.75,-17.1,Atrypa,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88171818137681e-318,-71.75,-17.1,Bivalvia,Bivalvia,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88172312203326e-318,-71.75,-17.1,Acrospirifer,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88172806268972e-318,-71.75,-17.1,Cupularostrum,Rhynchonellata,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.88173300334618e-318,-71.75,-17.1,Bivalvia,Bivalvia,419.62,Lutitas Cocachacra,Paleozoico
PBDB,1.91144611128707e-318,-76.165001,-10.849,Stylophyllopsis gracilis,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91145105194353e-318,-76.165001,-10.849,Stylophyllopsis,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91145599259999e-318,-76.165001,-10.849,Gablonzeria profunda,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91146093325645e-318,-76.165001,-10.849,Astraeomorpha crassisepta,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91146587391291e-318,-76.165001,-10.849,Astraeomorpha confusa,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91147081456937e-318,-76.165001,-10.849,Parastraeomorpha similis,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91147575522582e-318,-76.165001,-10.849,Campesteria prolixia,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91148069588228e-318,-76.165001,-10.849,Chondrocoenia schafhaeutli,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91148563653874e-318,-76.165001,-10.849,Crassistella vesiculosa,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.9114905771952e-318,-76.165001,-10.849,Distichophyllia norica,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91149551785166e-318,-76.165001,-10.849,Retiophyllia frechi,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91150045850812e-318,-76.165001,-10.849,Retiophyllia pascoensis,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91150539916457e-318,-76.165001,-10.849,Ampakabastraea cowichanensis,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91151033982103e-318,-76.165001,-10.849,Margarosmilia charlyana,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91151528047749e-318,-76.165001,-10.849,Eocomoseris ramosa,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91152022113395e-318,-75.98333,-10.85,Pinacophyllum peruvianum,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91152516179041e-318,-75.98333,-10.85,Gablonzeria profunda,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91153010244687e-318,-75.98333,-10.85,Chondrocoenia schafhaeutli,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91153504310332e-318,-75.98333,-10.85,Crassistella juvavica,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91153998375978e-318,-75.98333,-10.85,Distichophyllia norica,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91154492441624e-318,-75.916664,-10.866667,Retiophyllia frechi,Anthozoa,215.38,Chambara,Mesozoico
PBDB,1.91155480572916e-318,-75.98333,-10.85,Margarosmilia charlyana,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91155974638562e-318,-75.98333,-10.85,Distichomeandra austriaca,Anthozoa,227.3,Chambara,Mesozoico
PBDB,1.91156468704207e-318,-75.98333,-10.85,Perunautilus quadratus,Cephalopoda,227.3,Chambara,Mesozoico
PBDB,1.91157456835499e-318,-75.360001,-12.002,Stylothalamia columnaris,Demospongiae,199.5,Condorsinga,Mesozoico
PBDB,1.91157950901145e-318,-75.360001,-12.002,Stylophyllopsis victoriae,Anthozoa,199.5,Condorsinga,Mesozoico
PBDB,1.91158444966791e-318,-75.360001,-12.002,Stylophyllopsis,Anthozoa,199.5,Condorsinga,Mesozoico
PBDB,1.91158939032437e-318,-75.360001,-12.002,Hispaniastraea ramosa,Anthozoa,199.5,Condorsinga,Mesozoico
PBDB,1.91159433098083e-318,-75.360001,-12.002,Isastrea,Anthozoa,199.5,Condorsinga,Mesozoico
PBDB,1.91159927163728e-318,-75.360001,-12.002,Loboidothyris peruviensis,Rhynchonellata,199.5,Condorsinga,Mesozoico
PBDB,1.91173761001812e-318,-75.360001,-12.002,Bivalvia,Bivalvia,199.5,Condorsinga,Mesozoico
PBDB,1.91175737264395e-318,-75.360001,-12.002,Serpulidae,NO_CLASS_SPECIFIED,199.5,Condorsinga,Mesozoico
PBDB,1.91176231330041e-318,-75.360001,-12.002,Parafavreina,Malacostraca,199.5,Condorsinga,Mesozoico
PBDB,1.91176725395687e-318,-75.360001,-12.002,Bankia,Bivalvia,199.5,Condorsinga,Mesozoico
PBDB,1.911811719865e-318,-75.360001,-12.002,Radiolaria,NO_CLASS_SPECIFIED,199.5,Condorsinga,Mesozoico
PBDB,1.91340755190106e-318,-76.165001,-10.849,Stellispongiella juninensis,Demospongiae,227.3,Chambara,Mesozoico
PBDB,1.91341249255752e-318,-76.165001,-10.849,Stellispongiella ramosa,Demospongiae,227.3,Chambara,Mesozoico
PBDB,1.91341743321398e-318,-76.165001,-10.849,Trammeria dendroida,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.91342237387044e-318,-76.165001,-10.849,Cornuaspongia longidepressa,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.9134273145269e-318,-76.165001,-10.849,Cornuaspongia reticulata,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.91343225518335e-318,-75.98333,-10.85,Trammeria dendroida,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.91343719583981e-318,-75.916664,-10.866667,Pareudea bronnii,Calcarea,215.38,Chambara,Mesozoico
PBDB,1.91344213649627e-318,-75.916664,-10.866667,Endostoma,Calcarea,215.38,Chambara,Mesozoico
PBDB,1.91344707715273e-318,-75.916664,-10.866667,Peronidella,Calcarea,215.38,Chambara,Mesozoico
PBDB,1.91345201780919e-318,-75.916664,-10.866667,Amblysiphonella tubifera,Demospongiae,215.38,Chambara,Mesozoico
PBDB,1.91345695846565e-318,-75.916664,-10.866667,Colospongia,Demospongiae,215.38,Chambara,Mesozoico
PBDB,1.91346683977856e-318,-75.916664,-10.866667,Gablonzeria,Anthozoa,215.38,Chambara,Mesozoico
PBDB,1.91347178043502e-318,-75.916664,-10.866667,Spondylospira lewesensis,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91347672109148e-318,-75.916664,-10.866667,Triassicidaris peruviensis,Echinoidea,215.38,Chambara,Mesozoico
PBDB,1.91348166174794e-318,-75.916664,-10.866667,Crinoidea,Crinoidea,215.38,Chambara,Mesozoico
PBDB,1.9134866024044e-318,-75.916664,-10.866667,Bivalvia,Bivalvia,215.38,Chambara,Mesozoico
PBDB,1.91349154306086e-318,-75.973,-11.312,Stellispongiella juninensis,Demospongiae,227.3,Chambara,Mesozoico
PBDB,1.91349648371731e-318,-75.973,-11.312,Stellispongiella ramosa,Demospongiae,227.3,Chambara,Mesozoico
PBDB,1.91350142437377e-318,-75.973,-11.312,Stellispongiella minor,Demospongiae,227.3,Chambara,Mesozoico
PBDB,1.91350636503023e-318,-75.973,-11.312,Trammeria,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.91351130568669e-318,-75.973,-11.312,Cornuaspongia longidepressa,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.91351624634315e-318,-75.973,-11.312,Cornuaspongia reticulata,NO_CLASS_SPECIFIED,227.3,Chambara,Mesozoico
PBDB,1.91352118699961e-318,-76.209,-10.5805,Spondylospira lewesensis,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91352612765606e-318,-76.209,-10.5805,Zugmayerella koerneri,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91353106831252e-318,-76.209,-10.5805,Lobothyris praepunctata,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91353600896898e-318,-76.209,-10.5805,Eodallina peruviana,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91354094962544e-318,-75.68,-11.474,Spondylospira lewesensis,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.9135458902819e-318,-75.664001,-11.527,Zugmayerella koerneri,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.91355083093836e-318,-75.664001,-11.527,Fissirhynchia fissicostata,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.91355577159482e-318,-75.68,-11.474,Lobothyris triassicus,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.91356071225127e-318,-75.973,-11.312,Spondylospira lewesensis,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.91356565290773e-318,-75.973,-11.312,Loboidothyris peruviensis,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.91357059356419e-318,-76.165001,-10.849,Spondylospira,Rhynchonellata,205.7,Chambara,Mesozoico
PBDB,1.91357553422065e-318,-76.165001,-10.849,Laevithyris rossochae,Rhynchonellata,227.3,Chambara,Mesozoico
PBDB,1.91358047487711e-318,-75.916664,-10.866667,Zugmayerella koerneri,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91358541553357e-318,-75.916664,-10.866667,Fissirhynchia fissicostata,Rhynchonellata,215.38,Chambara,Mesozoico
PBDB,1.91359035619002e-318,-75.916664,-10.866667,Lobothyris praepunctata,Rhynchonellata,211.18,Chambara,Mesozoico
