rep,fold,base_AUC,base_TSS,base_PR,base_Boyce,base_rhoVias,geo_AUC,geo_TSS,geo_PR,geo_Boyce,geo_rhoVias,geotopo0_AUC,geotopo0_TSS,geotopo0_PR,geotopo0_Boyce,geotopo0_rhoVias,geotopo_AUC,geotopo_TSS,geotopo_PR,geotopo_Boyce,geotopo_rhoVias,all_obs_AUC,all_obs_TSS,all_obs_PR,all_obs_Boyce,all_obs_rhoVias,all_neu_AUC,all_neu_TSS,all_neu_PR,all_neu_Boyce,all_neu_rhoVias,all_rand_AUC,all_rand_TSS,all_rand_PR,all_rand_Boyce,all_rand_rhoVias,desp_base,desp_geo,desp_geotopo0,desp_geotopo,desp_all_obs
3,1,0.790370545060902,0.470753126940477,0.0324352361709399,0.883333333333333,-0.325645841908604,0.767523307362942,0.454667638843513,0.0475284207654847,0.666666666666667,-0.171955151533649,0.869163170652375,0.596428404007273,0.0639724496542061,0.893621149209695,-0.357126334060501,0.876102046836134,0.61722072813738,0.067069698280533,0.920748824311847,-0.342934888728357,0.899633017664338,0.646808151573044,0.0758871900657578,0.960490759014502,-0.65064663827385,0.840591087850025,0.567778395605299,0.0567566403789977,0.772040040473682,0.03632243692704,0.881417085285234,0.639660204320889,0.115480075983118,0.948332648140901,-0.598132796098527,66.7354458364038,29.7273397199705,39.0714812085483,37.3913043478261,45.5563743551953
3,2,0.78693779572132,0.495835477322718,0.0146394942480608,0.883333333333333,-0.349747566414214,0.75945114500028,0.439319917143056,0.0289852333104249,0.745454545454545,-0.122772799256442,0.80978109946917,0.468874928612222,0.0263590985962845,0.893621149209695,-0.318917852823836,0.829738028057517,0.539771709895147,0.0287593937152475,0.903030303030303,-0.331019277191863,0.843693042919369,0.596897953644594,0.0225990046422139,0.756111617315689,-0.566505817357906,0.798775208760168,0.497054959636455,0.0384412138345392,0.806249265914629,-0.0216275507405799,0.908675332542099,0.682602239419364,0.0960468689003219,0.884162778312701,-0.576158604861638,59.4529750479846,62.108125399872,29.7984644913628,27.2552783109405,34.1170825335893
3,3,0.784453407407227,0.460190260976525,0.0330354386440711,0.8,-0.328363973897483,0.729111820644167,0.431011015268336,0.031713650579427,0.442424242424242,-0.0725906024295163,0.865391919156603,0.586350145785218,0.051698279403556,0.948332648140901,-0.311450310847506,0.877333848776225,0.611628238215753,0.0856103376883862,0.951515151515151,-0.355235659890693,0.901915156536274,0.643542547236454,0.0940941667432315,0.932944172978229,-0.591117694719196,0.870607385423308,0.596193128219813,0.0761905202551588,0.917937370956898,-0.129727738333377,0.899393611763123,0.669391071258636,0.0777301897643586,0.892413309600162,-0.600955419484685,58.7942639742464,54.7117354404448,36.5086333040679,29.5873573309921,37.8694761486684
3,4,0.784135032456849,0.456905039678979,0.0085258654731436,0.920510149631295,-0.387227896864604,0.8081491476605,0.520517258325748,0.010759964898413,0.75,-0.0636715106382594,0.864003666619659,0.615844668658094,0.0377252646328448,0.875383982899293,-0.213297472821676,0.876172955047585,0.635983726704358,0.0409383800757774,0.832830594841689,-0.228446164809189,0.911135968342286,0.700029486801451,0.0459475915123493,0.887933667262626,-0.546007533687306,0.863690102263646,0.620007222129631,0.0460712973384039,0.790277206784084,-0.0925336263089017,0.898590789361596,0.647707005381597,0.0744592682209729,0.9422535927041,-0.573825262530789,59.4807755504437,31.7614196516596,34.5382845875781,23.5129806112389,41.2750575090371
3,5,0.649244891090767,0.268987211008037,0.00331094205248772,0.842424242424242,-0.346109279774834,0.622786991134372,0.223296821836,0.00317013977789326,0.890909090909091,-0.068561401037703,0.698499935842996,0.324555060302147,0.00506809711754271,0.890909090909091,-0.184579376208249,0.714712696236159,0.363976548983873,0.00507956246773581,0.890909090909091,-0.211759097706576,0.775951440216003,0.413100968988244,0.00923679537450289,0.927272727272727,-0.562949407223017,0.678855931097552,0.334778859505948,0.00430526327004517,0.842424242424242,-0.161506149105827,0.892852637722583,0.659608472739551,0.0628357883838466,0.953959055089829,-0.674418351914037,59.9464903997482,64.7151400692477,37.2678627636135,23.0406043437205,36.1347182876928
4,1,0.790370545060902,0.470753126940477,0.0324352361709399,0.883333333333333,-0.325645841908604,0.761696268297731,0.456928815451554,0.047470740235298,0.75,-0.1507216965911,0.864939213705097,0.585592093923246,0.0561668891390443,0.975757575757576,-0.350587313300053,0.876722530775383,0.614062884264077,0.0634744369723155,0.987878787878788,-0.369438253850072,0.902983890568082,0.658001888100137,0.0717976599798998,0.871967429646319,-0.642542287625931,0.846757956091936,0.586693942429533,0.0564564823175404,0.899700204646496,0.0301590866926676,0.900108557426879,0.655223335366631,0.0621470560891768,0.889637522752781,-0.598036637624029,64.4509948415623,24.0972733971997,38.0397936624908,36.0353721444363,42.9034635224761
4,2,0.78693779572132,0.495835477322718,0.0146394942480608,0.883333333333333,-0.349747566414214,0.758013572630821,0.432013389802715,0.0198586602974897,0.668696098048071,-0.11335066224583,0.803633504412692,0.471600386766261,0.023345081783733,0.960490759014502,-0.301683177943923,0.828709227290519,0.543379266538875,0.0282296981804914,0.926450109901172,-0.334737423815105,0.833304982411434,0.572657208610638,0.0231339496133177,0.790277206784084,-0.573247306057687,0.801089460745047,0.508722973953592,0.0268747853919478,0.553911709406997,-0.0990838528599273,0.913705998210143,0.714793892774616,0.118265221708414,0.908553475645465,-0.565036711052905,60.956493921945,63.4197056941779,33.9571337172105,29.2386436340371,37.1241202815099
4,3,0.784453407407227,0.460190260976525,0.0330354386440711,0.8,-0.328363973897483,0.73702447387465,0.432620557246284,0.0281011692454466,0.733333333333333,-0.0977495701114548,0.859961771072988,0.580154652045437,0.0613405013585185,0.975757575757576,-0.320405455925239,0.878459148827349,0.609760163419295,0.0850121599143125,0.978727925324904,-0.351495725180802,0.901578068096733,0.631580185779249,0.0873832270195313,0.901908385135578,-0.593226576518743,0.85849639525589,0.586700289947691,0.084375714479331,0.853674406646746,-0.221429956931987,0.904717752448238,0.63491963734782,0.0889193884031173,0.912945883241855,-0.645637901091982,53.3294307039368,56.1100541489829,39.4263134787063,34.4504609980975,41.1532269866823
4,4,0.784135032456849,0.456905039678979,0.0085258654731436,0.920510149631295,-0.387227896864604,0.812194288107417,0.513684439943078,0.0217097619891647,0.853563956930838,-0.0496646351749114,0.865972337961479,0.651005115319034,0.0447084435558279,0.717845449393623,-0.183948482948896,0.882505352495481,0.654010204997372,0.0577105481896999,0.640255804985059,-0.228114032150542,0.915713901103832,0.684031614979295,0.0480560268035601,0.96922336919512,-0.520859350385017,0.885862360738965,0.64801562373132,0.0521057786910446,0.890260452645892,-0.222560379817568,0.902199782643125,0.657256606720587,0.100186080079587,0.926450109901172,-0.574654912617324,57.3447255997371,24.9589221163326,32.5994084784752,17.6634899769964,34.2425238251725
4,5,0.649244891090767,0.268987211008037,0.00331094205248772,0.842424242424242,-0.346109279774834,0.626769890574249,0.227281896089576,0.00374508833366641,0.915151515151515,-0.0757746804430899,0.702307626854165,0.334062258391791,0.0050228524354425,0.947804480540862,-0.224125457702747,0.721153678860485,0.362723312589235,0.00590063701162597,0.960490759014502,-0.240589779744357,0.783097742108417,0.426019090514659,0.0109153268419673,0.927272727272727,-0.566817290609207,0.698671814088226,0.336781319220242,0.0048933698987198,0.903030303030303,-0.164346051373047,0.884592762793755,0.630167439618552,0.0632439897890602,0.927272727272727,-0.623576835338309,58.3726786276361,64.6521875983633,33.4907145105445,18.9486937362292,34.5136921624174
