celda,x,y,era,amb,uni,prospcorr_mesozoico,incert_mesozoico
519735,334640.565953331,-392460.900603919,Cenozoico,Continental,Depósito aluvial,0.948520720005035,0.076282425884629
520308,88544.6645987965,-394460.436059149,Cenozoico,Continental,Depósito aluvial,0.90509831905365,0.0681374969516519
520427,326637.447210094,-394460.436059149,Cenozoico,Continental,Formación San Sebastián,0.934387981891632,0.0477968619779101
520433,338642.125324949,-394460.436059149,Cenozoico,Continental,Depósito aluvial,0.938642859458923,0.0881202292678357
523054,12515.0365380461,-402458.577880069,Cenozoico,Continental,Depósito aluvial,0.884613275527954,0.0362694848656888
523224,352647.583125614,-402458.577880069,Cenozoico,Continental,Depósito aluvial,0.905170738697052,0.0680338394586002
525830,-3491.20094842772,-410456.71970099,Cenozoico,Continental,Depósito coluvial,0.872998058795929,0.00673203893344649
525835,6512.6974806184,-410456.71970099,Cenozoico,Continental,Depósito aluvial,0.965842843055725,0.0542351137593925
526721,386660.837784371,-412456.25515622,Cenozoico,Continental,Depósito fluvial,0.916026890277863,0.0798996446589599
528043,246606.259777725,-416455.32606668,Cenozoico,Continental,Depósito glaciar,0.898394227027893,0.0469936209590955
530683,-41506.014978803,-424453.467887601,Mesozoico,Continental,Grupo Casma - Formación Copara,0.904612839221954,0.0793177100639114
531423,46528.2911968029,-426453.003342831,Cenozoico,Continental,Depósito aluvial,0.974094212055206,0.0883891533757082
532071,-49509.1337220398,-428452.538798061,Mesozoico,Continental,Grupo Casma - Formación Copara,0.94018679857254,0.086999081474634
532187,182581.30983183,-428452.538798061,Cenozoico,Sin dato,Sin denominación,0.882969439029694,0.0691917623698331
532242,292624.192551337,-428452.538798061,Cenozoico,Continental,Depósito aluvial,0.887736916542053,0.0627049865918566
533462,-51509.9134078491,-432451.609708522,Mesozoico,Continental,Grupo Casma - Formación Copara,0.906489133834839,0.0518183593206564
533535,94547.0036562242,-432451.609708522,Cenozoico,Continental,Depósito glaciar,0.923631906509399,0.0182588532337747
534232,96547.7833420334,-434451.145163752,Cenozoico,Continental,Depósito glaciar,0.926911532878876,0.0441406116506267
534270,172577.411402784,-434451.145163752,Cenozoico,Continental,Depósito glaciar,0.874091684818268,0.0388541914190365
534898,36524.3927677567,-436450.680618982,Cenozoico,Continental,Depósito aluvial,0.967135429382324,0.00963035356420818
534901,42526.7318251844,-436450.680618982,Cenozoico,Continental,Depósito aluvial,0.976542234420776,0.0836027304899457
534926,92546.223970415,-436450.680618982,Cenozoico,Continental,Depósito glaciar,0.877769231796265,0.0416364591071573
534927,94547.0036562242,-436450.680618982,Cenozoico,Continental,Depósito glaciar,0.954709768295288,0.0833368336779571
534928,96547.7833420334,-436450.680618982,Cenozoico,Continental,Depósito glaciar,0.970597267150879,0.0776820084519213
535593,34523.6130819475,-438450.216074212,Cenozoico,Continental,Depósito glaciar,0.900147438049316,0.00290812009055108
535594,36524.3927677567,-438450.216074212,Cenozoico,Continental,Depósito glaciar,0.933252155780792,0.00968238703102399
535595,38525.172453566,-438450.216074212,Cenozoico,Continental,Depósito aluvial,0.984199643135071,0.0150134227516078
535622,92546.223970415,-438450.216074212,Cenozoico,Continental,Depósito glaciar,0.905255615711212,0.0563236931496057
535623,94547.0036562242,-438450.216074212,Cenozoico,Continental,Depósito glaciar,0.947058439254761,0.078116467951005
536319,94547.0036562242,-440449.751529442,Cenozoico,Continental,Depósito glaciar,0.899957597255707,0.0894610355829071
537203,470693.584588358,-442449.286984672,Cenozoico,Continental,Depósito aluvial,0.904312014579773,0.0565516967001749
538388,56532.189625849,-446448.357895133,Cenozoico,Continental,Depósito aluvial,0.873679339885712,0.00900163228428608
538409,98548.5630278427,-446448.357895133,Cenozoico,Continental,Depósito aluvial,0.946517527103424,0.0896960672744376
538603,486699.822074832,-446448.357895133,Cenozoico,Continental,Formación Quenamari - Miembro Yapamayo,0.889841973781586,0.0607473986958529
