fuente,id,lon,lat,sitio,precision,formacion,max_ma,dist_km,pais,rango
PBDB,808543,-81.26667,-4.3,"",seconds,Pale Greda,48.07,0.9,,< 1 km (borde)
PBDB,808544,-81.26667,-4.3,"",seconds,Restin,41.03,0.9,,< 1 km (borde)
PBDB,808585,-81.26667,-4.3,"",seconds,Pale Greda,48.07,0.9,,< 1 km (borde)
PBDB,808588,-81.26667,-4.3,"",seconds,Restin,41.03,0.9,,< 1 km (borde)
PBDB,808589,-81.26667,-4.3,"",seconds,Restin,41.03,0.9,,< 1 km (borde)
PBDB,808601,-81.26667,-4.3,"",seconds,Pale Greda,48.07,0.9,,< 1 km (borde)
PBDB,808616,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808617,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808623,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808624,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808625,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808628,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808629,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808630,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,808642,-81.26667,-4.3,"",seconds,Restin,41.03,0.9,,< 1 km (borde)
PBDB,811866,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811867,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811868,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811869,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811870,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811871,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811912,-75.581665,-15.659167,"",seconds,Pisco,11.63,52.6,,20-100 km
PBDB,811913,-75.581665,-15.659167,"",seconds,Pisco,11.63,52.6,,20-100 km
PBDB,811914,-75.581665,-15.659167,"",seconds,Pisco,11.63,52.6,,20-100 km
PBDB,811915,-75.581665,-15.659167,"",seconds,Pisco,11.63,52.6,,20-100 km
PBDB,811916,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811917,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811918,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811919,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811920,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811921,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811922,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811923,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811924,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811925,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811926,-75.581665,-15.659167,"",seconds,Pisco,5.333,52.6,,20-100 km
PBDB,811931,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811935,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,811936,-74.166664,-15.9,"",seconds,Huacllaco,3.6,0.08,,< 1 km (borde)
PBDB,843636,-80.733612,-3.706667,"",seconds,Negritos,56,0.49,,< 1 km (borde)
PBDB,843639,-80.962776,-3.957778,"",seconds,Negritos,56,0.05,,< 1 km (borde)
PBDB,843642,-80.733612,-3.706667,"",seconds,Negritos,56,0.49,,< 1 km (borde)
PBDB,843644,-80.962776,-3.957778,"",seconds,Zorritos,23.04,0.05,,< 1 km (borde)
PBDB,843646,-80.733612,-3.706667,"",seconds,Negritos,56,0.49,,< 1 km (borde)
PBDB,843653,-80.962776,-3.957778,"",seconds,Negritos,56,0.05,,< 1 km (borde)
PBDB,843655,-80.733612,-3.706667,"",seconds,Negritos,56,0.49,,< 1 km (borde)
PBDB,843657,-80.733612,-3.706667,"",seconds,Negritos,56,0.49,,< 1 km (borde)
PBDB,843664,-80.858055,-3.895278,"",seconds,Zorritos,23.04,0.02,PER,< 1 km (borde)
PBDB,843665,-80.858055,-3.895278,"",seconds,"",56,0.02,PER,< 1 km (borde)
PBDB,843666,-80.858055,-3.895278,"",seconds,Zorritos,23.04,0.02,PER,< 1 km (borde)
PBDB,843667,-80.304726,-4.046389,"",seconds,"",41.03,3.3,ECU,1-5 km
PBDB,843668,-80.304726,-4.046389,"",seconds,"",41.03,3.3,ECU,1-5 km
PBDB,843672,-80.733612,-3.706667,"",seconds,Negritos,56,0.49,,< 1 km (borde)
PBDB,843675,-80.304726,-4.046389,"",seconds,Negritos,56,3.3,ECU,1-5 km
PBDB,843676,-80.304726,-4.046389,"",seconds,Negritos,56,3.3,ECU,1-5 km
PBDB,843677,-80.962776,-3.957778,"",seconds,Zorritos,23.04,0.05,,< 1 km (borde)
PBDB,843679,-80.858055,-3.895278,"",seconds,Zorritos,23.04,0.02,PER,< 1 km (borde)
PBDB,843764,-80.733612,-3.706667,"",seconds,Heath,27.3,0.49,,< 1 km (borde)
PBDB,843765,-80.733612,-3.706667,"",seconds,"",33.9,0.49,,< 1 km (borde)
PBDB,843766,-80.849998,-3.866667,"",seconds,"",66,1.87,,1-5 km
PBDB,843768,-80.849998,-3.866667,"",seconds,"",66,1.87,,1-5 km
PBDB,869924,-81.018608,-5.821944,"",seconds,Montera,23.04,0.78,,< 1 km (borde)
PBDB,869925,-81.018608,-5.821944,"",seconds,Montera,23.04,0.78,,< 1 km (borde)
PBDB,869926,-81.018608,-5.821944,"",seconds,Montera,23.04,0.78,,< 1 km (borde)
PBDB,1062791,-80.659164,-3.668611,"",seconds,Tumbes,11.63,0.02,,< 1 km (borde)
PBDB,1119327,-71.216667,-4.4,"",minutes,Pebas,15.98,0.2,BRA,< 1 km (borde)
PBDB,1119328,-71.216667,-4.4,"",minutes,Pebas,15.98,0.2,BRA,< 1 km (borde)
PBDB,1127270,-70.349998,-3.716667,"",minutes,Pebas,15.98,10.44,COL,5-20 km
PBDB,1264531,-76.586945,-12.807778,"",seconds,"",0.0117,1.66,,1-5 km
PBDB,1266015,-76.28833,-13.402778,"",seconds,"",0.0117,8.59,,5-20 km
PBDB,1266082,-76.569725,-13.118333,"",seconds,"",0.0117,12.71,,5-20 km
PBDB,1266247,-77.79583,-11.169722,"",seconds,"",0.0117,16.96,,5-20 km
PBDB,1266819,-78.310837,-9.767222,"",seconds,"",0.0117,4,,1-5 km
PBDB,1266887,-80.706108,-6.419444,"",seconds,"",0.0117,8.48,,5-20 km
PBDB,1330173,-81.297501,-4.7425,"",seconds,Saman,37.71,1.75,,1-5 km
PBDB,1436950,-76.241096,-13.7889,"",4,Paracas,48.07,0.02,PER,< 1 km (borde)
PBDB,1639722,-70.444443,-8.303611,"",seconds,Solimões,11.63,124.75,BRA,100-500 km
PBDB,1639723,-70.444443,-8.303611,"",seconds,Solimões,11.63,124.75,BRA,100-500 km
PBDB,1639724,-70.444443,-8.303611,"",seconds,Solimões,11.63,124.75,BRA,100-500 km
PBDB,1639725,-70.444443,-8.303611,"",seconds,Solimões,11.63,124.75,BRA,100-500 km
GBIF,9.45432795698467e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,9.45432812990765e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,9.45432814967027e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,9.63354750818662e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,9.45432788287482e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,9.45432789769679e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,5.60043119321863e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,5.6005217109856e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,5.60052175545151e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,5.60052177521413e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,5.60052182956135e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,5.60052186414595e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,5.60052187896792e-315,-74.81,-15.62,SUD-SACACO WEST,,,,4.57,,1-5 km
GBIF,9.9091353936402e-315,-81.3,-4.6,591,,,,0.6,,< 1 km (borde)
GBIF,9.90913561596974e-315,-81.3,-4.6,592,,,,0.6,,< 1 km (borde)
GBIF,9.9091356653763e-315,-81.3,-4.6,592,,,,0.6,,< 1 km (borde)
GBIF,3.31149643369998e-316,-79,-70,Peru; San Miguel,,,,5779.23,,> 500 km
GBIF,1.73584541307728e-315,-77.142447,-12.041653,Callas [Callao],,,,0.07,,< 1 km (borde)
GBIF,2.18660409540023e-315,-73.583333,-7.9,"",,,,12.67,BRA,5-20 km
GBIF,2.21085197762389e-315,-81.333,-7.883,"",,,,123.37,,100-500 km
GBIF,2.21085198256455e-315,-80.5,-7.883,"",,,,105.89,,100-500 km
GBIF,2.21085198750521e-315,-80.5,-7.883,"",,,,105.89,,100-500 km
GBIF,5.24271614895936e-315,-81.25,-5,Region del los Organos Chicos,,,,12.64,,5-20 km
GBIF,6.50499317317849e-315,-76.908,-13.511,Peruvian Margin.,,,,55.92,,20-100 km
GBIF,6.50528892581475e-315,-77.866,-12.0032,Peruvian margin.,,,,67.28,,20-100 km
GBIF,6.50532550643517e-315,-78.2722,-11.0139,Offshore Peru; Lima Basin; 112-679d-3h-Cc,,,,60.28,,20-100 km
GBIF,6.50559040467184e-315,-81.4133,-7.4067,"Peru-Chile Trench, Surface Sediment From",,,,90.99,,20-100 km
GBIF,6.50592817265062e-315,-79.2467,-11.6417,"Peru-Chile Trench, Surface Sediment From",,,,165.92,,100-500 km
GBIF,6.50598381432366e-315,-78.2722,-11.0639,Offshore Peru; Lima Basin; 112-679d-3h-Cc,,,,63.06,,20-100 km
GBIF,6.50600327062879e-315,-77.13,-14.18,"Eltanin Sta.48, Depth 4000m, Off Coast Of Peru",,,,80.37,,20-100 km
GBIF,6.50607156038236e-315,-79.2467,-11.6417,"Peru-Chile Trench, Surface Sediment From",,,,165.92,,100-500 km
GBIF,6.50705596641907e-315,-78.2722,-11.0639,Offshore Peru; Lima Basin; 112-679d-3h-Cc,,,,63.06,,20-100 km
GBIF,6.50711329779662e-315,-82.2217,-8.6983,Western Margin Of The Peru-Chile Trench,,,,254.86,,100-500 km
GBIF,6.50718474957032e-315,-78.2722,-11.0639,"Offshore Peru, Lima Basin; 112-679d-2h-Cc",,,,63.06,,20-100 km
GBIF,6.50752054622717e-315,-78.2722,-11.0639,"Offshore Peru, Lima Basin; 112-679d-2h-Cc",,,,63.06,,20-100 km
GBIF,6.50783131845906e-315,-78.2722,-11.0639,"Offshore Peru; Lima Basin; 112-679d-3h-2, 130-135",,,,63.06,,20-100 km
GBIF,6.50783175817749e-315,-78.2722,-11.0639,Offshore Peru; Lima Basin; 112-679d-3h-Cc,,,,63.06,,20-100 km
GBIF,7.20220769373889e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220769867955e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220771350151e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.2022077382048e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220774808611e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220776290808e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220777278939e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220777773005e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220779255202e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220780243333e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220780737399e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220781231464e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.2022078172553e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220782219596e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220782713661e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220783207727e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.2022078518399e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220785678055e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220786172121e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220788148383e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220795065302e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,7.20220797535631e-315,-79.166667,-3.916667,"Heath Formation (Miocene) Progresso Basin, Peru",,,,67.18,ECU,20-100 km
GBIF,9.11858784594538e-315,-75.25,-15.25,[redacted],,,,0.38,,< 1 km (borde)
GBIF,9.11858800898704e-315,-75.85,-15.55,[redacted],,,,67.74,,20-100 km
GBIF,9.11858802874967e-315,-75.85,-15.55,[redacted],,,,67.74,,20-100 km
GBIF,9.11858803369032e-315,-75.85,-15.55,[redacted],,,,67.74,,20-100 km
GBIF,9.11858804851229e-315,-81.15,-5.05,[redacted],,,,2.66,,1-5 km
GBIF,9.11858827084183e-315,-76.35,-13.95,[redacted],,,,3.08,,1-5 km
GBIF,9.11858835483299e-315,-75.85,-15.55,[redacted],,,,67.74,,20-100 km
GBIF,9.11858840918021e-315,-76.35,-13.95,[redacted],,,,3.08,,1-5 km
GBIF,9.11858848823072e-315,-76.35,-13.95,[redacted],,,,3.08,,1-5 km
GBIF,9.11858854751859e-315,-76.35,-13.95,[redacted],,,,3.08,,1-5 km
GBIF,9.11858855245925e-315,-76.35,-13.95,[redacted],,,,3.08,,1-5 km
GBIF,9.11858855739991e-315,-74.35,-15.85,[redacted],,,,0.7,,< 1 km (borde)
GBIF,9.11858862162844e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694319495604e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694319989669e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694320977801e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694323448129e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694388170729e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.1369438915886e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694390146991e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694390641057e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.13694424237521e-315,-73.15,-16.45,[redacted],,,,1.17,,1-5 km
GBIF,9.90910221713208e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910256791869e-315,-81,-4,2627,,,,0.02,,< 1 km (borde)
GBIF,9.90910261732525e-315,-81,-4,2627,,,,0.02,,< 1 km (borde)
GBIF,9.9091026568505e-315,-81,-4,2627,,,,0.02,,< 1 km (borde)
GBIF,9.90910266673182e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910276554494e-315,-80.6,-3.6,2727,,,,4.01,,1-5 km
GBIF,9.90910279024823e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910280012954e-315,-80.6,-3.6,2727,,,,4.01,,1-5 km
GBIF,9.90910283471413e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910292364595e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910295823055e-315,-80.6,-3.6,2727,,,,4.01,,1-5 km
GBIF,9.9091029631712e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910298787448e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910304716236e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910309162827e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910310150958e-315,-81,-4,2612,,,,0.02,,< 1 km (borde)
GBIF,9.90910310645024e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910313609418e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910317067877e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910318550074e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.9091031904414e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910321514468e-315,-80.6,-3.6,2736,,,,4.01,,1-5 km
GBIF,9.90910324972928e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910327937322e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910328431387e-315,-80.6,-3.6,2736,,,,4.01,,1-5 km
GBIF,9.90910329419519e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910329913584e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910334360175e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910335348306e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910335842372e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910336336438e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910337818635e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.909103383127e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910343253357e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910346711816e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910347699947e-315,-80.6,-3.6,2736,,,,4.01,,1-5 km
GBIF,9.90910348194013e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910348688079e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910351158407e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910358569392e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910360545654e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910362521917e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910363015982e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910366474442e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910366968508e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910367956639e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910371415098e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.9091037240323e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910374379492e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.9091037684982e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910377343886e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910378826083e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910379814214e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910381296411e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910386731133e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910387225199e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.9091038821333e-315,-81.3,-4.6,2718,,,,0.6,,< 1 km (borde)
GBIF,9.90910388707396e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910389695527e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910390189593e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910395130249e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910396612446e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910397600578e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910398094643e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.9091040748189e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910407975956e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910417363203e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910419833532e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910420821663e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910421809794e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.9091042230386e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910432185173e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910433173304e-315,-81.2,-4.2,2660,,,,2.51,,1-5 km
GBIF,9.90910461335046e-315,-81.3,-4.6,2655,,,,0.6,,< 1 km (borde)
GBIF,9.90910485544263e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910488508656e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910493449313e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910495425576e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910496907772e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910497401838e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910498389969e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910500860298e-315,-80.6,-3.6,2616,,,,4.01,,1-5 km
GBIF,9.90910503330626e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910505306888e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.9091050629502e-315,-80.6,-3.6,2616,,,,4.01,,1-5 km
GBIF,9.90910508271282e-315,-81,-5.8,2733,,,,3.23,,1-5 km
GBIF,9.90910509753479e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910511729742e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910512223807e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910512717873e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910513211939e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910516176333e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910521116989e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910526551711e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.90910527539843e-315,-81.3,-4.6,2587,,,,0.6,,< 1 km (borde)
GBIF,9.90910538409287e-315,-80.6,-3.6,2638,,,,4.01,,1-5 km
GBIF,9.90910540879615e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910543349943e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910547302468e-315,-80.6,-3.6,2638,,,,4.01,,1-5 km
GBIF,9.9091055273719e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.90910555701584e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.90910558665978e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910560642241e-315,-80.9,-3.9,2639,,,,1.92,,1-5 km
GBIF,9.90910579910801e-315,-81,-5.8,2733,,,,3.23,,1-5 km
GBIF,9.90910584357392e-315,-81.3,-4.6,2489,,,,0.6,,< 1 km (borde)
GBIF,9.90910588309917e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.9091059028618e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.90910591274311e-315,-81,-5.8,2733,,,,3.23,,1-5 km
GBIF,9.90910591768376e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.90910599673427e-315,-81.3,-4.6,2489,,,,0.6,,< 1 km (borde)
GBIF,9.90910600661558e-315,-80.6,-3.6,2725,,,,4.01,,1-5 km
GBIF,9.90910604120018e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.9091060609628e-315,-81.2,-4.2,2831,,,,2.51,,1-5 km
GBIF,9.90910607084411e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.90910608072543e-315,-81,-5.8,2733,,,,3.23,,1-5 km
GBIF,9.90910611036937e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.90910612025068e-315,-81,-5.8,2733,,,,3.23,,1-5 km
GBIF,9.90910612519134e-315,-81,-5.8,2730,,,,3.23,,1-5 km
GBIF,9.90910613013199e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.9091061745979e-315,-81,-5.8,2733,,,,3.23,,1-5 km
GBIF,9.90910619436053e-315,-81.3,-4.6,2493,,,,0.6,,< 1 km (borde)
GBIF,9.90910619930118e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.90910620424184e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.9091062536484e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
GBIF,9.90910626352972e-315,-81.3,-4.6,2488,,,,0.6,,< 1 km (borde)
