rep,departamento,n_test_pres,base_AUC,base_TSS,base_PR,base_Boyce,base_rhoVias,all_obs_AUC,all_obs_TSS,all_obs_PR,all_obs_Boyce,all_obs_rhoVias,all_neu_AUC,all_neu_TSS,all_neu_PR,all_neu_Boyce,all_neu_rhoVias
6,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.851729540024331,0.587325944704897,0.00749295834451754,0.931294180208546,-0.508771785708612,0.703660375927347,0.3678784289586,0.00282955489128383,0.735491632139986,-0.0527840640553049
7,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.833373689753456,0.577348670717868,0.00956382829692027,0.885378389721481,-0.492613538790547,0.656104953920748,0.299531184815873,0.00263442932173348,0.561824738153949,-0.0563569147000686
8,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.807978318391733,0.531286922477748,0.00670474123555322,0.804587489023709,-0.486905934111357,0.693563491345736,0.338833475796358,0.00277223935958254,0.780502314648453,-0.0168194564573999
9,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.828901420448744,0.618366352664545,0.00659468145130677,0.752548979356139,-0.475403257435634,0.662330539502128,0.261305389186619,0.00318131354419371,0.678833593026998,0.0103241754333056
10,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.851936670566167,0.576575577850452,0.0154932886027035,0.862836329779021,-0.48805533608663,0.704109644989921,0.367464167874928,0.00331034260527266,0.821128463455772,0.00786729237286154
1,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.607695962566684,0.216093599327997,0.00217572968789525,0.721432175676098,-0.587471307513095,0.482288740935873,0.0879598722552009,0.000863202100525658,-0.0547114989312058,0.000992476893442445
2,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.623058617862219,0.217083962334129,0.00132202108313519,0.704326732473038,-0.560839872608601,0.518005962225871,0.131249160496946,0.000895215387931682,0.182371663104019,0.00130057279165626
3,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.611795744646727,0.242500606446983,0.00144688047982848,0.518607450603645,-0.590268767399413,0.530400535678128,0.110966766705359,0.00096420679619625,0.151515151515152,-0.0264039892406427
4,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.63354964946362,0.22409268514676,0.0013107453430741,0.833995557147454,-0.608709292226326,0.506048431557697,0.0653779918886461,0.000824994155874829,0.0364743326208039,0.0554371930611792
5,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.627118304273998,0.277047034223658,0.00224642923394067,0.464225921739402,-0.584184002191918,0.5139322423302,0.099499405581718,0.000755696177380692,0.182371663104019,-0.048235316224965
6,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.605037619760749,0.191067887980722,0.00187028743617143,0.672954906140444,-0.555278639575093,0.515220315673196,0.0921979843907563,0.00167374369716273,0.0666666666666667,-0.00454365905752967
7,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.621757513427037,0.30242558745166,0.00136347868484858,0.603669758985913,-0.594003802077823,0.494803601392924,0.0592834503124453,0.000833917213701038,-0.0486324434944052,0.050826796024489
8,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.584663005932154,0.154681069030707,0.00122473845367836,0.370433893288318,-0.565859409204041,0.514618880649229,0.0501917575334749,0.000984664718503097,0.0486324434944052,-0.108134784600682
9,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.63141054556171,0.307521746888075,0.00152735391008452,0.69546692403323,-0.576482172485237,0.474604406112986,-0.00102845389098394,0.000682351485690821,-0.133739219609614,0.107558482722349
10,Ucayali,19,0.47116820734272,0.172575765777144,0.000698270643227315,-0.164887544065348,0.00783594613838112,0.611220371807132,0.280515309528535,0.00145161185442062,0.544365417201367,-0.567791779247964,0.521693761314496,0.081480412263661,0.000825206472363169,0.263823541230135,0.0582561879014691
1,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.778395219075625,0.504286917492031,0.00221456517152954,0.792697663314836,-0.281208205271221,0.694793882727399,0.377581372538567,0.0014347105662249,0.721212121212121,-0.0550744161460338
2,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.817077983692055,0.559506167574656,0.00229249951479511,0.889637522752781,-0.299944899160537,0.693870418418112,0.375687921788543,0.00122969296007269,0.781818181818182,-0.0932616847572101
3,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.794787001328789,0.526031749416293,0.00256501562556299,0.945139521644611,-0.343750245724147,0.635330069676584,0.331285648794738,0.00106204748793893,0.551515151515151,-0.0370038291688939
4,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.783134370453794,0.493830293079736,0.00196625460660148,0.954411703577701,-0.316321339834083,0.67194395633898,0.301952088019873,0.00106290037248302,0.939393939393939,-0.104190638320476
5,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.755048184328438,0.41878524899517,0.00165378015120937,0.926846498645038,-0.235520976045422,0.646187947472637,0.293924112711494,0.00100355351628269,0.745454545454545,-0.0719914143507686
6,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.789036768960434,0.475149525038114,0.0022336918103939,0.945139521644611,-0.24527738174975,0.658780810008461,0.317165794215167,0.00118963720702586,0.781818181818182,-0.117041729083337
7,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.74437939961251,0.463362367666343,0.00183716004854714,0.826751539404888,-0.236622152535465,0.731822591728559,0.420026226851605,0.00164472834718704,0.672727272727273,-0.101088921845078
8,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.769658362789273,0.455897310148512,0.00173690411964894,0.899120408186528,-0.21788804758177,0.714722219260744,0.393466742006674,0.00127832868060153,0.793939393939394,-0.0911812711044133
9,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.779446910009721,0.43216307557811,0.00229046821696829,0.945139521644611,-0.175643223596389,0.680783258235629,0.318600808128192,0.00141413423910446,0.757575757575757,-0.0609872328648593
10,Loreto,55,0.475154080330152,0.00899175879825576,0.000590567141471207,-0.314285714285714,-0.080731606267306,0.780477375221344,0.493284433404054,0.00191611679943105,0.945139521644611,-0.340492263711119,0.627632401501502,0.296802669594976,0.000960276642714331,0.684848484848485,-0.103209024073527
