rep,departamento,n_test_pres,base_AUC,base_TSS,base_PR,base_Boyce,base_rhoVias,all_obs_AUC,all_obs_TSS,all_obs_PR,all_obs_Boyce,all_obs_rhoVias,all_neu_AUC,all_neu_TSS,all_neu_PR,all_neu_Boyce,all_neu_rhoVias
7,Amazonas,22,0.79263462476194,0.579785814832875,0.00630107845345412,0.774645569002855,-0.153254503209983,0.837438242356773,0.610929147767525,0.0595894284592392,0.686493064256827,-0.562041009476713,0.67218766963226,0.336237590968894,0.0320634308193419,0.441129955804114,0.00103169307299692
8,Amazonas,22,0.79263462476194,0.579785814832875,0.00630107845345412,0.774645569002855,-0.153254503209983,0.820371511900709,0.528751230552668,0.0273581728350813,0.897549110408119,-0.533184317239468,0.620184743907039,0.255591539317883,0.0148110651017188,0.518302318321239,0.0256072763465939
9,Amazonas,22,0.79263462476194,0.579785814832875,0.00630107845345412,0.774645569002855,-0.153254503209983,0.824093071183447,0.59047207220469,0.0768123461448114,0.823593492701435,-0.551751063630119,0.62392470397733,0.278491319428472,0.019409516937867,0.439731759083078,0.0341556515768551
10,Amazonas,22,0.79263462476194,0.579785814832875,0.00630107845345412,0.774645569002855,-0.153254503209983,0.807164346634036,0.48040776145219,0.0777421454679052,0.87885017060795,-0.565135904802076,0.635949618643678,0.320247306584722,0.0198159811650387,0.189027904328922,-0.0145901753998523
1,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.830121367533646,0.611343758155616,0.00975538920640864,0.714619675697533,-0.62822961196234,0.792286493462339,0.534247001726297,0.0274036665175898,0.766575481668259,-0.277790718066681
2,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.814203999932959,0.563323492722497,0.0300886788916134,0.730987985088287,-0.630641786411732,0.771093265526497,0.505225579841832,0.0201974644455493,0.726239796778063,-0.299272927431744
3,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.822078882911097,0.572299757935339,0.00665397480845586,0.876046813639156,-0.57330875235592,0.797451018419421,0.614841843905406,0.00715880097847398,0.707136540946717,-0.259898452893677
4,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.821695793438156,0.556799000136476,0.0127489416189426,0.774136284850595,-0.63287845905491,0.783184527016188,0.528768822263245,0.0282077647900416,0.702612205875852,-0.276728148779602
5,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.79850930308842,0.512743710748294,0.00978972686296266,0.843373856174983,-0.620081381937065,0.783216850190467,0.565305980744966,0.00894373914757297,0.828078671210825,-0.28513430015573
6,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.819694150942041,0.531220594890065,0.0233556220733619,0.788195740443023,-0.579388169067848,0.794253418474969,0.523755138786133,0.0215379208582649,0.703222136075841,-0.262147407838912
7,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.826309627277886,0.542234417237111,0.0120318387110819,0.785581485345984,-0.640293001549438,0.784821037358407,0.523757533095339,0.0142709348741456,0.75085809497393,-0.290781584687189
8,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.819375707817659,0.516239402188877,0.00999649219296414,0.907563038556379,-0.595614965761377,0.786245651335905,0.513734954759528,0.0299023444633347,0.779199761307608,-0.291224139917941
9,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.82193761866795,0.546254462393782,0.00674778885386896,0.736373539248127,-0.581815927137006,0.79730017693945,0.543225661248345,0.0133026928129924,0.806249265914629,-0.273890238198967
10,Puno,23,0.654122880737064,0.317272307180294,0.00462633355212004,0.510464719340991,-0.330763349858428,0.809199893692671,0.533725042319415,0.0097232338887644,0.654554257109446,-0.595609135059202,0.789679090737136,0.561810289304381,0.0151509876533469,0.766928898924811,-0.27772473328968
1,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.833601241616318,0.560690707423734,0.0066614805289454,0.869323820980367,-0.471418026349892,0.688793654220358,0.365961742113723,0.00248257067043424,0.716172193690748,-0.0476802787258405
2,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.806668436514489,0.54167845754845,0.00495104881643491,0.928451843478804,-0.54166109945666,0.651162994232436,0.304878653593131,0.00222081168121951,0.786723866718084,-0.0157215952251844
3,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.834887784840962,0.607750183062557,0.00738660230924669,0.830398873772291,-0.497901354857517,0.68215089022373,0.34054886676255,0.00215472218968907,0.790258972348412,-0.0161296370298065
4,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.832338037044276,0.561049539207478,0.00603049856130227,0.887424521657999,-0.511023594943326,0.698978058749223,0.400914291715654,0.00245978798749795,0.822753351207442,-0.0295723209847337
5,Cusco,19,0.565959408248463,0.246456171469081,0.00127023504098325,0.163636363636364,-0.18484125712971,0.831597034824187,0.59237001099834,0.00905288372998266,0.859855884500864,-0.522028602437299,0.688977446109592,0.325168694698333,0.00275907781732377,0.829916277706091,-0.0273425696609525
