indicador,valor
prevalencia,0.00213132166636762
brier_ref,0.0021270534378165
brier_raw,0.0545959932460788
brier_platt,0.00213325098319638
media_raw,0.116489847480467
media_platt,0.001867519993361
max_platt,0.578317092380612
bss_raw,-27.5646892473856
bss_platt,-0.00657111276098274
top1_obs,0.0562770562770563
top1_platt,0.106801042488303
